UCL_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
UCL314002,4,0,0,0,4,0,0,4,249,24,6,0,275,0,0,0,277,7,0,287,372,34,5,4,409,9,0,9,412,22,0,438,38,3,0,0,40,0,0,0,40,0,0,40,7,0,0,8,13,0,0,0,13,0,0,13,666,55,8,12,739,9,0,5,748,26,0,780,6,0,0,0,6,0,0,0,10,0,0,10,7,0,0,0,7,4,0,4,15,0,0,15,18,0,0,0,18,10,0,10,24,0,0,24,682,55,8,12,754,17,0,18,768,26,0,796,101,4,0,7,114,13,0,18,134,17,8,152,0,0,0,3,3,0,0,0,3,0,0,0,781,62,14,19,871,32,3,31,904,46,8,951
UCL314003,4,0,0,0,4,0,0,10,181,16,3,3,202,0,0,0,207,21,0,227,289,38,26,3,352,0,0,0,352,18,0,372,53,6,6,0,67,0,0,0,67,8,0,81,0,3,0,12,16,0,0,0,16,0,5,17,524,65,35,19,638,0,0,0,643,56,0,694,11,0,0,0,12,0,3,3,14,0,0,14,7,6,0,0,9,0,0,0,13,0,0,13,17,7,0,0,20,0,3,4,28,0,0,28,536,69,35,19,657,4,3,8,669,56,0,723,207,49,11,15,279,17,3,20,301,59,0,359,0,0,0,0,0,0,0,0,0,0,3,3,747,121,43,28,939,21,4,27,963,111,10,1089
UCL314004,7,0,0,0,7,0,0,7,175,30,8,0,218,8,0,8,221,15,0,240,316,55,9,4,385,5,0,8,385,6,0,393,73,5,16,0,91,0,0,0,91,0,0,92,0,0,0,0,0,0,0,0,0,0,3,3,565,90,31,12,699,13,0,7,703,23,3,737,4,0,0,0,0,0,0,0,0,0,0,4,9,5,0,0,8,0,0,0,8,0,0,8,6,3,0,0,10,0,0,0,10,0,0,10,578,94,31,12,704,13,0,7,721,29,3,743,114,27,10,7,165,0,6,0,164,25,0,191,5,0,0,0,4,0,0,0,4,0,0,9,694,114,42,18,870,9,7,15,892,50,8,945
UCL314005,0,0,0,0,0,0,0,0,240,11,4,0,255,0,0,0,255,7,0,260,319,23,7,13,363,0,0,0,363,3,0,366,31,3,9,0,45,0,0,0,45,0,0,45,7,0,0,5,9,0,0,0,9,0,0,9,593,33,23,21,678,0,0,0,678,9,0,683,9,0,0,0,9,0,0,0,9,0,0,5,14,5,0,0,10,0,0,0,10,0,0,10,14,5,0,0,15,0,0,0,15,0,0,21,612,35,23,21,690,0,0,0,690,7,0,703,141,9,7,12,174,4,4,8,185,15,0,202,0,0,0,4,4,0,0,0,4,0,17,20,753,48,34,40,869,4,4,8,881,28,17,922
UCL314006,0,0,0,0,3,0,0,3,356,20,12,7,392,4,0,3,397,22,0,425,362,41,11,7,432,10,0,14,444,12,0,458,32,6,4,0,42,0,0,0,42,9,0,46,4,0,0,12,16,0,0,0,16,0,0,17,757,67,28,31,879,15,3,17,900,48,0,948,9,8,0,0,17,3,0,3,14,0,0,14,12,0,0,0,12,0,0,0,12,0,0,11,23,8,0,0,26,3,0,3,28,0,0,32,780,74,28,31,905,20,3,18,922,50,0,973,183,21,10,6,218,8,0,8,229,49,4,282,3,0,0,0,3,0,0,0,3,0,0,7,972,95,33,35,1133,26,3,34,1164,92,9,1269
UCL314007,0,0,0,0,0,0,0,0,211,20,8,0,242,0,0,0,250,27,0,273,225,23,14,14,268,10,0,10,277,13,0,293,21,4,4,0,30,0,0,0,30,0,0,30,0,0,0,3,4,0,0,0,4,0,0,4,460,47,25,14,546,10,0,14,558,43,0,600,3,9,0,0,9,6,0,6,11,0,0,11,18,0,0,0,19,0,0,0,19,0,0,19,15,10,0,0,26,6,0,6,31,0,0,31,478,60,25,14,575,11,0,14,588,43,0,632,131,7,9,11,151,0,0,0,151,23,0,180,0,0,0,0,0,0,0,0,0,0,11,15,611,63,30,22,730,11,0,14,745,64,11,818
UCL314008,0,0,0,0,0,0,0,0,210,19,11,3,237,0,0,0,239,14,0,254,299,19,14,0,334,3,0,3,337,18,0,357,24,0,7,0,34,0,0,0,34,0,0,34,0,0,0,5,4,0,0,0,4,0,0,5,531,46,29,8,614,4,0,4,624,31,0,653,9,0,0,0,9,0,0,0,9,0,0,9,10,0,0,0,14,9,0,9,23,4,0,28,21,0,0,0,22,9,0,9,31,4,0,38,553,48,29,8,640,15,0,15,655,36,3,688,177,23,14,8,228,0,0,0,228,39,0,268,0,0,0,0,0,0,0,0,0,0,3,3,739,72,46,14,865,15,0,15,882,77,10,963
UCL314009,12,0,0,0,12,3,0,14,477,39,7,3,526,10,0,10,533,18,0,552,501,55,7,4,569,0,0,0,573,35,0,607,69,17,13,4,103,0,0,0,103,7,0,111,7,0,0,7,19,0,0,0,20,6,12,29,1056,107,30,22,1208,14,0,14,1224,66,10,1305,14,0,0,0,14,0,0,0,12,7,0,15,28,0,0,0,27,6,0,6,32,0,0,32,36,0,0,0,38,7,0,7,46,7,0,51,1090,111,30,18,1249,20,0,20,1270,70,10,1347,267,36,6,5,317,10,0,10,328,68,5,400,5,0,0,0,5,0,0,0,5,0,9,9,1360,148,33,26,1565,32,0,32,1601,138,25,1762
UCL314010,5,0,0,0,5,5,0,4,170,24,8,10,209,4,0,4,209,9,0,222,150,64,7,0,232,0,0,0,229,20,0,248,32,5,11,0,43,0,0,0,43,9,0,50,3,0,0,0,6,0,0,0,6,0,0,6,357,98,16,13,488,7,0,7,496,38,0,535,5,0,0,0,5,0,0,0,4,6,0,4,5,0,0,0,5,6,0,6,4,0,0,4,6,0,0,0,6,4,0,4,12,6,0,14,362,98,16,13,495,12,0,12,507,38,0,542,157,45,12,12,231,12,7,17,250,84,0,330,0,0,0,5,4,0,0,0,4,0,0,5,517,145,34,31,730,19,7,31,765,124,0,885
UCL314011,0,0,0,0,0,0,0,0,241,6,7,0,251,0,0,0,251,9,0,263,330,30,0,3,362,4,0,4,367,8,0,373,38,4,0,0,41,0,0,0,41,0,0,41,6,0,0,5,7,0,0,0,7,0,0,7,613,39,9,6,671,4,0,4,674,12,0,689,3,0,0,0,5,0,0,0,8,0,0,8,10,0,0,0,11,0,3,3,10,0,0,10,15,0,0,0,16,0,3,3,17,0,0,17,631,40,9,6,683,3,3,3,687,12,0,707,111,15,0,5,128,3,0,3,131,17,0,148,0,0,0,0,0,0,0,0,0,0,0,0,744,52,9,15,820,6,3,8,823,29,0,855
UCL314012,6,0,0,0,6,0,0,6,258,20,4,0,289,0,0,0,288,18,0,310,315,41,0,5,360,4,0,4,366,13,0,382,37,3,3,0,45,0,0,0,45,0,0,45,7,0,4,3,13,0,0,0,13,0,0,16,618,69,12,10,716,9,0,9,717,28,0,749,6,0,0,0,6,0,0,0,6,0,0,6,15,4,0,0,23,3,0,3,26,3,0,25,19,4,0,0,25,3,0,3,28,3,0,29,639,70,12,10,734,9,0,9,750,33,0,781,121,19,5,0,147,3,0,3,148,28,3,178,0,0,0,0,0,0,0,0,0,0,5,5,765,88,14,13,880,13,0,13,895,61,9,963
UCL314013,0,0,0,0,0,0,0,0,147,37,0,0,188,0,0,0,188,23,0,213,177,38,10,4,228,5,0,5,235,19,0,254,20,0,0,0,20,0,0,0,20,0,4,22,0,0,0,5,5,0,0,0,5,0,0,7,348,73,12,12,442,5,0,5,446,39,3,489,8,4,0,3,15,22,0,22,34,3,0,39,7,0,0,0,7,0,0,0,7,0,0,7,13,4,0,3,19,22,0,24,42,3,0,45,367,74,12,12,460,29,0,26,492,42,3,535,121,29,9,14,175,29,0,35,204,64,0,274,4,0,0,0,5,0,5,5,12,0,6,15,489,101,22,28,638,60,5,63,704,109,8,823
UCL314014,9,0,0,0,12,3,0,20,311,37,17,6,365,9,0,9,373,18,0,386,344,52,11,0,406,4,3,6,410,7,0,414,52,17,16,0,85,0,0,0,85,0,0,87,5,0,0,8,15,0,0,0,15,0,0,15,712,103,42,14,868,14,3,15,885,23,0,906,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,17,0,0,0,17,0,0,19,13,0,3,0,19,0,0,0,19,0,0,19,727,103,46,14,889,14,3,15,901,27,0,925,163,29,12,9,206,10,0,10,217,28,0,247,5,0,0,5,9,0,0,0,9,0,4,13,896,134,53,21,1101,25,3,28,1131,56,4,1190
UCL314015,6,0,0,0,6,0,0,8,299,27,7,4,339,0,0,0,341,17,0,358,258,25,15,4,303,3,0,10,309,14,0,320,64,13,9,0,86,3,0,3,85,3,0,88,0,0,0,8,5,0,0,0,5,0,0,5,624,59,30,12,736,11,6,9,745,29,0,774,8,0,0,0,8,0,0,0,8,4,0,11,23,0,0,0,25,0,0,0,25,3,0,27,33,0,0,0,29,0,0,0,33,4,0,38,657,63,30,12,762,7,6,16,779,31,0,809,194,33,15,4,240,17,0,17,262,36,0,295,0,0,0,0,0,0,0,0,0,0,6,6,848,94,44,21,1005,26,6,27,1038,67,6,1113
UCL314016,4,0,0,0,4,0,0,4,220,31,11,0,259,7,6,9,269,19,0,284,283,31,4,0,326,0,3,3,328,20,0,343,29,0,8,0,39,0,0,0,41,0,0,41,6,0,0,0,8,0,0,0,9,8,0,12,533,65,21,8,633,10,6,15,645,39,0,684,3,0,0,0,3,5,0,5,8,0,0,8,9,0,0,4,11,0,3,3,14,4,0,20,13,0,0,4,13,5,3,6,24,4,0,26,547,73,21,7,647,13,10,25,673,45,0,714,169,16,0,13,196,10,4,18,216,67,0,281,0,0,0,0,0,0,0,0,0,5,0,3,717,83,22,19,846,22,11,37,880,119,0,998
UCL314017,3,0,0,0,3,0,0,3,558,32,35,9,628,7,0,7,634,11,0,643,569,37,33,13,646,0,0,0,649,10,0,658,60,5,8,0,70,0,0,0,68,3,0,74,14,0,0,20,33,0,0,0,33,4,0,36,1192,73,78,37,1376,9,0,9,1389,22,0,1414,8,0,0,0,10,0,0,0,10,0,0,10,42,0,0,0,45,0,0,0,45,0,0,45,49,0,0,0,54,0,0,0,54,0,0,54,1247,73,78,38,1431,9,0,9,1444,22,0,1467,351,15,21,15,410,4,4,4,411,6,0,419,7,0,0,3,12,0,0,0,12,0,9,16,1599,90,103,60,1851,11,4,11,1865,31,11,1901
UCL314018,18,0,0,0,18,0,0,18,604,35,9,0,652,5,0,8,654,14,0,670,584,90,16,6,695,8,0,8,703,17,0,721,132,12,13,0,157,0,0,0,159,3,0,162,4,0,0,6,12,0,0,0,12,0,4,9,1324,137,42,11,1512,10,0,14,1529,35,4,1563,4,0,0,0,4,0,0,0,4,0,0,4,24,0,0,0,24,0,0,0,24,0,0,24,27,0,0,0,27,0,0,0,27,0,0,27,1351,137,42,11,1540,10,0,14,1556,35,4,1588,220,23,10,3,258,5,0,5,259,5,0,267,0,0,0,5,5,0,0,0,5,0,3,3,1570,163,47,20,1799,14,0,14,1815,45,5,1861
UCL314019,9,0,0,0,9,6,0,9,173,31,6,0,207,0,0,0,207,11,0,219,279,37,13,0,334,5,0,5,335,13,5,361,67,3,12,0,79,0,0,0,79,0,0,75,5,3,0,13,13,0,0,0,13,0,0,14,514,84,29,10,633,5,0,5,639,30,6,674,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,21,0,0,0,21,3,0,26,13,5,0,0,21,0,0,0,21,3,0,26,532,83,34,10,653,5,0,5,659,33,6,695,107,15,3,0,126,6,0,6,132,14,0,147,0,0,0,0,0,0,0,0,0,0,3,3,637,100,37,10,780,9,0,9,788,52,10,847
UCL314020,0,0,0,0,0,0,0,0,304,28,10,3,348,0,4,4,350,21,4,378,284,42,5,0,332,3,0,3,334,10,0,350,42,0,11,0,50,0,0,0,50,0,0,52,5,0,0,17,12,0,0,0,12,0,3,17,636,67,21,22,750,3,4,5,753,34,8,797,7,0,0,0,7,4,0,4,8,0,0,9,0,0,0,0,6,3,0,3,6,0,0,6,7,0,0,0,7,9,0,9,17,0,0,16,644,66,21,22,757,8,4,11,769,35,8,814,149,10,4,3,165,0,0,0,175,16,0,184,0,0,0,3,6,0,0,0,6,0,4,8,792,79,23,30,926,14,4,21,945,48,12,1007
UCL314021,12,0,0,0,12,5,0,18,261,35,17,0,314,0,0,0,314,25,0,347,353,67,33,0,457,3,0,6,460,9,0,475,79,20,21,0,113,0,0,0,117,10,0,129,8,0,0,3,10,0,0,0,10,0,0,12,707,122,64,6,901,9,0,5,906,48,0,955,3,0,0,0,3,0,0,0,4,0,0,4,19,0,0,0,20,0,4,4,27,3,0,25,25,0,0,0,31,0,4,5,32,3,0,36,732,124,64,6,929,6,0,12,939,47,0,988,159,14,31,3,213,0,0,0,212,57,0,272,5,0,0,0,5,0,0,0,5,0,8,10,897,139,96,11,1142,8,4,16,1152,111,8,1269
UCL314022,15,0,0,0,14,3,0,20,280,43,12,3,344,5,0,5,347,21,4,373,350,83,16,3,449,10,4,7,459,33,0,489,56,22,4,0,84,0,0,0,84,9,0,98,3,3,0,0,9,0,0,0,14,0,0,15,694,152,34,13,890,10,4,18,905,59,10,971,3,0,0,0,8,10,0,10,13,0,0,13,12,0,0,0,12,0,0,0,12,6,0,15,13,0,0,0,19,10,0,10,24,6,0,30,705,152,33,13,905,18,4,23,934,64,10,997,160,26,12,6,201,0,0,0,204,38,0,237,0,0,0,0,0,0,0,0,0,0,6,6,867,177,46,16,1109,18,3,27,1130,102,14,1246
UCL314023,10,0,0,0,10,0,0,10,469,34,10,8,522,6,0,6,529,8,0,540,635,42,18,8,711,5,0,5,712,8,0,728,64,14,3,0,86,0,0,0,86,6,0,91,3,0,0,15,16,0,0,0,16,8,5,29,1175,92,36,33,1330,15,0,15,1346,34,11,1389,17,0,0,0,17,3,0,3,12,8,0,17,23,0,0,0,33,5,0,5,37,0,0,38,43,0,0,0,45,8,0,8,50,5,0,57,1218,94,39,33,1377,18,0,18,1395,38,11,1448,274,34,22,0,335,13,0,13,342,48,0,395,3,0,0,0,3,0,0,0,3,0,11,9,1498,126,60,33,1716,26,0,26,1742,88,18,1852
UCL315001,0,0,0,0,0,0,0,0,35,5,3,0,41,0,0,0,41,4,0,48,30,3,0,6,39,3,0,3,41,0,0,44,3,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,73,4,7,7,92,3,0,3,95,5,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,4,7,7,88,3,0,3,94,5,0,99,13,0,4,4,23,0,0,0,23,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,90,9,10,3,118,3,0,3,118,6,0,123
UCL315002,3,0,0,0,3,0,0,3,204,3,0,3,207,6,0,6,217,22,0,238,179,12,10,4,200,0,0,0,200,15,0,216,27,0,0,0,29,0,0,0,29,0,0,29,5,0,0,4,3,0,0,0,3,0,0,3,405,18,5,12,443,6,0,6,451,35,0,487,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,9,413,18,5,12,451,6,0,6,454,37,0,495,48,0,4,0,56,3,0,3,58,14,0,76,0,0,0,0,0,0,0,0,0,0,0,0,469,18,13,12,502,12,0,12,511,54,0,565
UCL315003,0,0,0,0,0,0,0,0,48,3,0,6,54,0,0,0,54,6,0,57,33,5,0,0,39,0,0,0,39,0,0,41,3,4,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,9,6,84,6,0,6,103,0,0,0,103,6,9,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,6,0,6,103,0,0,0,103,6,9,112,15,0,0,0,15,0,0,0,15,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,99,9,4,6,117,0,0,0,117,21,9,137
UCL315004,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,7,0,0,3,0,8,0,0,7,0,0,0,7,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,16,0,0,0,16,11,0,22,4,0,0,0,4,0,6,6,8,3,0,14,0,0,0,0,0,0,3,3,3,0,0,3,4,0,0,0,4,0,3,3,9,3,0,15,8,8,0,0,19,0,3,3,23,15,0,39,3,3,0,0,12,3,0,3,15,78,3,95,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,28,3,10,13,34,93,3,134
UCL315005,0,0,0,0,0,0,0,0,36,0,0,0,33,0,0,0,33,7,0,46,26,7,0,0,29,0,0,0,35,5,0,37,5,3,0,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,68,9,0,0,80,0,0,0,78,12,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,9,0,0,81,0,0,0,83,12,0,97,12,7,0,8,21,0,0,0,21,21,0,44,0,0,0,0,0,0,0,0,0,0,0,0,83,17,0,4,109,0,0,0,108,26,0,135
UCL315006,0,0,0,0,0,0,0,0,56,9,0,0,69,6,0,6,75,9,0,83,40,18,0,0,57,0,5,5,66,4,0,68,9,0,3,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,3,0,6,107,31,8,0,144,6,5,10,152,15,0,171,0,0,0,0,0,7,0,7,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,8,0,0,8,107,31,8,0,149,9,5,16,169,15,0,182,17,11,0,0,33,0,0,0,33,24,0,59,0,0,0,0,0,0,0,0,0,0,0,0,128,44,8,3,180,9,8,17,201,41,0,243
UCL315007,4,0,0,0,4,0,0,6,71,3,4,0,77,0,5,3,78,0,0,79,85,15,5,0,104,0,0,0,104,7,0,114,10,0,0,0,11,0,0,0,11,0,0,16,3,0,0,3,3,0,0,0,3,0,0,3,161,22,10,0,198,0,5,3,198,10,0,214,9,0,0,0,9,0,0,0,9,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,5,6,0,12,167,22,10,4,203,0,5,3,201,14,0,223,59,29,0,4,91,0,0,0,91,28,0,120,0,0,0,6,6,0,0,0,6,7,0,10,229,53,10,15,301,3,5,4,301,50,6,358
UCL315008,0,0,0,0,0,0,0,0,241,16,9,0,258,0,0,0,265,5,0,266,221,6,9,3,235,0,5,5,243,3,0,243,22,0,6,0,32,0,0,0,32,6,0,38,0,0,0,13,13,0,0,0,13,0,0,13,477,18,24,24,546,0,5,8,547,13,0,565,8,0,0,0,11,0,0,0,11,0,0,11,9,0,0,0,8,0,0,0,8,0,0,8,10,0,0,0,21,0,0,0,21,0,0,21,493,19,24,24,560,0,5,8,567,13,0,583,158,17,10,10,188,0,7,7,197,15,0,206,3,0,0,0,3,0,0,0,3,0,4,7,653,36,37,28,757,0,11,12,768,23,4,797
UCL315009,0,0,0,0,0,0,0,0,62,14,0,0,79,0,0,0,77,4,0,83,59,17,0,0,81,5,0,5,88,3,0,85,14,3,0,0,22,0,0,0,22,4,0,23,4,0,0,0,4,0,0,0,4,0,0,6,134,38,3,0,179,0,0,0,181,12,0,195,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,142,38,3,0,186,0,0,0,186,12,0,202,53,9,10,4,76,10,9,13,89,28,0,117,0,0,0,0,0,0,0,0,0,0,0,0,199,42,15,4,257,13,9,17,278,41,0,322
UCL315010,0,0,0,0,0,0,0,0,61,15,5,0,82,5,0,5,80,10,0,90,66,8,0,0,78,0,0,0,78,0,0,78,7,6,0,0,8,0,0,0,8,0,0,8,0,0,0,3,7,0,0,0,7,0,0,7,134,21,6,3,170,5,0,5,175,10,0,186,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,6,138,27,6,3,170,5,0,5,177,10,0,191,52,5,4,0,57,0,0,0,57,24,0,84,0,0,0,0,0,0,0,0,0,0,0,0,194,31,8,3,239,5,0,5,238,32,0,275
UCL315011,0,0,0,0,0,0,0,0,8,3,0,0,9,0,0,0,9,4,0,11,5,4,0,0,5,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,15,0,0,0,15,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,15,0,0,0,15,4,0,23,9,0,0,0,15,0,0,0,15,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,25,0,0,0,25,9,0,36
UCL315012,5,0,0,0,5,0,0,5,234,18,3,0,254,9,0,9,262,12,0,279,289,37,12,3,336,7,0,7,342,0,0,345,30,5,3,4,42,6,0,6,38,4,0,47,11,0,0,0,17,0,0,0,17,0,5,16,566,53,22,7,649,18,0,18,665,18,3,682,6,0,0,0,7,0,0,0,8,0,0,8,19,0,0,0,19,6,0,6,22,0,0,22,21,0,0,0,24,6,0,6,31,0,0,31,585,53,24,7,673,25,0,25,694,18,3,714,217,23,0,4,245,4,0,11,254,31,0,282,0,0,0,0,0,0,0,0,0,0,4,6,806,72,27,11,918,27,0,28,946,46,8,999
UCL315013,0,0,0,0,0,0,0,0,95,6,0,0,101,0,0,0,104,3,0,107,96,16,0,4,111,0,0,0,111,0,0,112,9,10,3,0,21,0,0,0,21,0,0,21,3,0,0,0,3,0,0,0,3,0,0,3,200,25,5,4,238,0,0,0,236,10,0,245,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,203,27,5,4,244,0,0,0,240,10,0,249,56,11,3,13,80,5,0,5,81,18,0,97,0,8,0,0,8,0,0,0,8,0,0,8,255,42,9,12,323,4,0,4,324,20,0,352
UCL315014,0,0,0,0,0,0,0,0,8,3,0,0,14,0,0,0,15,5,0,18,12,10,7,0,27,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,7,0,45,0,0,0,44,6,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,7,0,45,7,0,7,41,6,0,49,8,0,0,0,9,0,0,0,9,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,34,14,7,0,48,7,0,7,53,16,0,70
