UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL313003,..,66,38,4,15,17,10,3,0,150,..,52,57,36,73,99,113,113,77,619,18,23,18,8,14,20,14,11,3,123,1277,693,750,697,729,642,447,285,120,5645,..,43,489,732,790,734,572,274,60,3693,..,208,368,178,170,71,42,4,0,1045,..,28,146,158,121,90,32,26,14,611,2542,..,..,..,..,..,..,..,..,2542,..,422,..,..,..,..,..,..,..,422,..,358,121,61,41,23,5,0,0,607,..,89,34,17,28,27,30,29,8,261,..,47,24,11,16,9,6,0,0,109,..,118,70,20,27,24,29,7,0,294,..,90,147,81,172,209,192,152,86,1132,37,51,46,18,24,37,27,19,3,258,2579,1454,1436,1289,1382,1229,921,509,182,10969
UCL313004,..,49,55,12,14,11,3,0,0,142,..,60,86,45,72,103,52,40,17,477,28,17,24,16,17,14,10,3,0,133,1683,827,1020,1031,761,614,262,107,28,6329,..,34,686,1236,983,773,344,106,15,4180,..,346,564,272,177,101,27,5,0,1496,..,33,122,151,118,53,12,13,6,499,3308,..,..,..,..,..,..,..,..,3308,..,505,..,..,..,..,..,..,..,505,..,356,99,34,13,4,5,0,0,518,..,88,35,11,7,22,21,16,3,207,..,51,42,24,6,0,3,0,0,130,..,113,123,45,37,32,8,3,0,359,..,134,223,133,189,211,121,71,26,1111,51,38,57,23,30,24,24,12,0,251,3354,1693,1953,1936,1561,1227,566,216,51,12553
UCL313005,..,26,13,9,15,20,13,0,0,101,..,30,49,38,54,76,79,55,28,406,33,31,15,9,13,13,12,8,0,127,1435,682,884,804,586,565,393,166,47,5559,..,24,518,779,582,610,502,195,28,3230,..,218,458,261,115,86,20,10,0,1173,..,40,195,189,145,60,32,22,4,686,2859,..,..,..,..,..,..,..,..,2859,..,409,..,..,..,..,..,..,..,409,..,386,118,61,34,17,0,0,0,604,..,86,29,30,33,46,36,16,10,281,..,71,51,25,17,5,4,0,0,175,..,57,47,21,27,39,24,8,0,237,..,47,104,93,107,136,127,84,37,738,52,55,39,28,20,26,15,8,3,248,2912,1385,1566,1482,1079,1028,762,333,84,10637
UCL313006,..,51,53,25,38,43,33,19,0,274,..,32,77,55,143,304,387,335,181,1518,34,53,32,20,20,35,27,21,7,245,1614,1073,1034,1080,1150,1224,1226,812,308,9515,..,46,614,827,990,1022,1222,745,163,5627,..,307,486,324,229,176,115,39,8,1691,..,50,203,346,306,176,83,68,52,1282,3248,..,..,..,..,..,..,..,..,3248,..,719,..,..,..,..,..,..,..,719,..,594,235,143,97,68,12,0,0,1145,..,102,71,31,38,81,69,46,15,455,..,98,80,17,29,24,7,5,4,262,..,116,115,55,85,95,78,33,0,570,..,65,167,159,279,523,592,461,231,2472,64,90,78,47,35,57,48,25,9,453,3311,2183,2041,1946,2083,2220,2227,1418,485,17916
UCL313007,..,5,9,4,3,8,5,6,0,40,..,9,4,14,24,60,83,86,31,313,10,18,0,0,9,5,12,7,3,58,1025,521,417,654,713,620,628,334,85,4994,..,10,435,935,1046,940,966,467,78,4881,..,61,153,104,97,57,35,14,0,529,..,9,30,85,75,24,13,20,12,263,2124,..,..,..,..,..,..,..,..,2124,..,597,..,..,..,..,..,..,..,597,..,306,103,34,32,8,7,0,0,490,..,28,11,4,4,17,30,19,19,136,..,24,8,5,7,0,0,0,0,43,..,5,14,6,6,15,8,10,3,70,..,12,25,34,48,101,121,103,50,495,12,30,10,3,13,16,25,8,3,128,2137,1084,794,1221,1341,1180,1196,637,162,9743
UCL313008,..,53,41,15,9,21,18,3,0,156,..,37,52,41,54,115,177,116,69,656,11,21,11,8,11,17,4,8,4,94,897,619,629,530,534,534,558,306,136,4736,..,43,369,503,521,566,586,330,68,2995,..,200,325,137,93,60,35,14,8,860,..,29,124,137,125,54,31,17,21,531,1879,..,..,..,..,..,..,..,..,1879,..,310,..,..,..,..,..,..,..,310,..,293,104,47,28,18,8,0,0,496,..,53,36,18,28,36,26,22,16,241,..,51,48,9,17,8,3,0,0,134,..,97,121,41,24,36,32,16,0,368,..,66,131,101,134,209,272,173,94,1175,24,52,27,26,18,28,8,14,10,203,1898,1191,1286,1020,983,1016,1000,589,219,9192
UCL313009,..,73,94,13,20,20,6,0,0,229,..,73,131,84,104,135,78,58,18,675,41,42,37,28,27,13,13,3,6,211,1903,1064,1477,1171,955,730,372,175,37,7885,..,48,773,1144,951,799,374,158,17,4271,..,375,922,466,256,176,59,7,0,2261,..,55,213,212,199,96,45,38,18,877,3870,..,..,..,..,..,..,..,..,3870,..,535,..,..,..,..,..,..,..,535,..,506,201,50,51,15,4,0,0,825,..,167,62,37,52,68,55,37,0,490,..,56,49,21,19,16,8,4,0,170,..,156,180,48,48,54,10,6,0,504,..,183,368,234,294,346,189,118,24,1761,85,88,80,52,49,33,28,17,4,438,3956,2175,2844,2272,1916,1599,779,380,74,16001
UCL313010,..,39,25,11,14,26,21,7,0,144,..,37,62,40,95,165,248,262,120,1032,12,30,23,10,19,18,22,7,9,147,1216,700,765,667,780,879,898,624,188,6711,..,33,468,588,689,905,990,635,109,4424,..,200,365,185,152,134,107,30,0,1183,..,50,136,179,208,100,50,32,28,793,2429,..,..,..,..,..,..,..,..,2429,..,432,..,..,..,..,..,..,..,432,..,417,175,80,59,32,10,0,0,763,..,67,39,13,26,44,38,33,12,275,..,45,47,20,17,4,4,7,0,145,..,72,76,22,34,50,44,19,0,313,..,96,160,116,203,325,422,381,159,1867,40,65,47,29,42,31,29,19,4,310,2466,1473,1518,1228,1428,1634,1704,1154,321,12923
UCL313011,..,24,32,4,15,7,4,0,0,95,..,12,55,28,27,46,35,15,0,224,27,17,25,8,9,5,6,0,0,87,1675,676,1183,691,401,259,165,51,9,5111,..,48,733,666,307,187,124,46,10,2120,..,308,702,220,84,48,11,0,0,1373,..,57,272,237,157,54,29,4,0,826,3369,..,..,..,..,..,..,..,..,3369,..,302,..,..,..,..,..,..,..,302,..,279,93,27,23,3,0,0,0,428,..,75,42,23,23,55,23,14,0,255,..,47,46,32,3,3,3,0,0,143,..,58,77,19,23,23,13,3,0,208,..,31,110,105,63,67,52,21,0,448,51,41,39,20,11,8,10,7,0,175,3415,1255,2105,1354,695,443,264,98,13,9647
UCL313012,..,29,39,15,18,35,13,5,0,155,..,30,52,66,87,193,242,197,123,991,29,37,25,9,32,37,30,19,12,231,1574,933,941,1074,1155,1254,1003,593,206,8737,..,36,620,1092,1240,1341,1272,688,125,6418,..,224,566,308,246,227,92,32,4,1700,..,24,100,215,231,111,47,32,25,782,3129,..,..,..,..,..,..,..,..,3129,..,684,..,..,..,..,..,..,..,684,..,564,168,79,54,38,9,0,0,907,..,85,38,12,26,61,51,38,15,321,..,63,47,16,19,16,9,0,0,177,..,65,80,36,35,72,38,16,4,346,..,68,129,151,206,376,403,304,166,1787,56,63,58,35,59,60,50,28,17,418,3187,1877,1782,1943,2131,2307,1964,1140,354,16678
UCL314001,..,16,13,4,10,29,13,5,0,96,..,15,42,25,55,123,146,143,78,631,10,10,11,3,7,21,11,12,4,89,532,326,400,325,440,457,480,330,124,3401,..,11,206,279,357,373,489,314,82,2119,..,71,193,74,88,70,51,19,7,573,..,13,74,99,126,47,28,24,7,408,1098,..,..,..,..,..,..,..,..,1098,..,234,..,..,..,..,..,..,..,234,..,196,88,36,26,23,0,0,0,367,..,43,20,9,23,33,23,11,11,180,..,29,29,11,5,3,4,0,0,86,..,48,59,19,23,38,35,14,0,237,..,28,71,57,111,213,251,196,104,1041,24,16,24,9,11,26,18,16,4,150,1126,690,760,600,772,825,903,596,216,6490
UCL314002,..,21,18,6,11,28,15,3,0,106,..,25,43,20,47,93,119,144,84,577,16,17,15,3,6,9,14,3,6,89,560,388,407,363,480,520,473,339,134,3664,..,11,255,388,512,555,578,315,53,2666,..,121,178,77,98,64,48,13,0,598,..,14,57,91,70,52,29,25,18,366,1160,..,..,..,..,..,..,..,..,1160,..,220,..,..,..,..,..,..,..,220,..,229,80,48,43,17,12,0,0,424,..,37,34,8,8,22,25,30,5,175,..,22,16,5,8,3,5,0,0,51,..,37,45,10,27,52,21,14,5,206,..,54,98,63,122,216,225,209,119,1102,25,23,27,8,15,21,16,11,6,152,1188,772,778,695,908,1005,951,616,216,7123
UCL314003,..,7,9,10,15,23,11,4,3,85,..,8,34,26,54,98,129,115,49,508,20,13,7,14,11,11,3,0,0,77,753,409,429,480,495,489,431,295,89,3867,..,12,250,392,407,447,478,287,52,2330,..,108,192,126,100,77,29,10,0,644,..,15,88,157,153,79,35,29,12,568,1520,..,..,..,..,..,..,..,..,1520,..,303,..,..,..,..,..,..,..,303,..,270,117,52,44,17,4,0,0,500,..,47,16,11,27,45,37,29,9,231,..,27,22,23,15,11,10,0,0,105,..,27,25,21,40,38,19,5,8,176,..,29,61,65,107,178,240,177,71,928,27,23,13,20,24,19,14,3,0,146,1547,856,787,866,927,906,862,543,157,7453
UCL314004,..,13,10,5,9,15,10,4,0,66,..,4,19,12,36,60,53,49,30,260,4,3,9,3,0,0,11,0,0,40,579,326,402,376,340,330,319,153,54,2871,..,20,259,398,322,346,360,177,31,1926,..,84,197,122,91,42,24,12,7,581,..,9,62,77,92,53,23,12,7,331,1157,..,..,..,..,..,..,..,..,1157,..,221,..,..,..,..,..,..,..,221,..,213,78,24,21,9,3,0,0,355,..,27,18,10,13,25,30,13,6,134,..,41,23,4,7,6,3,3,0,91,..,25,32,14,17,21,24,9,0,147,..,8,48,29,60,88,83,66,33,421,15,16,20,7,10,7,13,5,0,93,1167,652,743,693,644,603,573,297,81,5448
UCL314005,..,19,20,3,12,9,0,0,0,66,..,25,29,21,28,42,49,44,30,258,7,15,4,0,8,11,3,0,0,55,537,296,363,347,293,272,161,93,54,2415,..,21,284,417,373,311,199,104,20,1731,..,103,161,103,59,42,11,0,0,475,..,10,34,63,41,30,12,12,7,210,1048,..,..,..,..,..,..,..,..,1048,..,148,..,..,..,..,..,..,..,148,..,159,46,17,20,12,0,0,0,247,..,37,17,13,6,12,13,9,8,102,..,16,20,10,8,5,0,0,0,58,..,37,54,24,20,19,6,0,0,161,..,39,75,65,88,85,70,62,40,533,14,27,14,3,12,22,8,4,0,103,1065,603,709,707,610,538,320,184,73,4813
UCL314006,..,33,72,13,28,24,28,8,0,197,..,19,36,30,61,110,130,99,48,533,14,14,9,5,12,11,16,8,0,88,762,403,551,491,527,599,485,245,75,4145,..,7,266,492,466,644,550,248,39,2717,..,122,307,167,166,135,65,22,7,999,..,18,65,97,95,47,19,16,14,376,1584,..,..,..,..,..,..,..,..,1584,..,255,..,..,..,..,..,..,..,255,..,218,82,29,22,21,3,0,0,365,..,53,26,11,14,22,21,21,0,177,..,28,41,11,17,11,4,0,0,116,..,66,145,28,48,49,43,15,0,398,..,40,96,74,126,234,257,175,66,1070,21,29,19,16,26,21,31,18,0,177,1605,832,1051,940,979,1192,993,505,129,8231
UCL314007,..,15,22,11,16,21,7,0,0,87,..,17,35,32,59,105,135,97,37,521,11,14,12,3,10,11,9,10,3,90,581,364,349,402,431,446,428,247,65,3318,..,16,198,300,373,408,441,245,45,2015,..,139,160,103,108,54,38,13,0,613,..,24,73,117,97,60,27,26,9,423,1188,..,..,..,..,..,..,..,..,1188,..,233,..,..,..,..,..,..,..,233,..,173,82,35,27,20,3,0,0,336,..,42,16,13,15,31,26,18,3,171,..,27,15,8,10,9,0,0,0,63,..,37,43,17,29,42,18,3,0,194,..,35,78,79,121,174,218,157,58,926,30,32,20,12,18,19,19,19,4,174,1215,754,675,673,802,811,791,479,126,6340
UCL314008,..,14,46,3,3,3,8,4,0,80,..,10,49,28,25,63,62,62,35,339,9,8,12,0,13,12,4,0,0,59,614,295,468,353,289,295,227,142,50,2737,..,29,289,331,304,298,254,135,23,1663,..,126,193,112,74,42,23,10,0,576,..,14,74,77,50,47,15,15,3,298,1270,..,..,..,..,..,..,..,..,1270,..,159,..,..,..,..,..,..,..,159,..,149,56,28,20,9,0,0,0,255,..,26,18,4,4,13,17,3,0,88,..,44,31,16,5,3,0,0,0,97,..,31,101,8,13,11,16,3,0,183,..,27,105,52,78,122,124,93,53,652,13,23,26,10,18,24,8,11,0,127,1282,617,884,640,559,565,461,267,85,5352
UCL314009,..,6,10,0,6,9,3,0,0,37,..,5,14,6,10,18,25,10,0,90,11,16,3,8,8,0,3,0,0,58,971,528,573,556,520,325,210,55,10,3746,..,23,455,666,675,435,258,80,9,2614,..,113,299,164,140,58,14,0,0,791,..,20,86,109,92,39,21,11,0,371,1945,..,..,..,..,..,..,..,..,1945,..,378,..,..,..,..,..,..,..,378,..,361,101,34,27,6,0,0,0,531,..,45,20,10,22,37,55,21,7,215,..,39,19,11,22,5,7,0,0,94,..,12,19,6,10,15,6,4,0,85,..,13,48,35,33,42,34,16,0,218,25,31,15,20,9,4,4,0,0,109,1965,1038,1065,1050,1034,636,406,128,19,7345
UCL314010,..,98,203,30,23,10,9,4,0,381,..,18,27,27,46,57,70,109,49,393,3,32,14,3,4,5,0,4,5,74,509,460,691,393,323,301,281,226,83,3261,..,32,341,345,247,300,318,209,37,1823,..,102,211,83,63,37,19,8,3,528,..,13,50,97,90,41,19,14,23,342,1082,..,..,..,..,..,..,..,..,1082,..,217,..,..,..,..,..,..,..,217,..,166,66,37,35,20,5,0,0,324,..,42,41,13,7,28,22,16,15,192,..,51,167,22,17,6,6,0,0,266,..,176,408,60,60,33,26,3,0,755,..,34,59,71,80,122,116,143,66,685,6,46,28,11,9,6,6,3,5,126,1091,884,1377,743,601,597,531,394,139,6351
UCL314011,..,30,21,0,0,3,3,8,0,79,..,18,35,15,23,50,72,55,37,306,6,19,6,0,6,14,7,4,0,60,541,281,328,342,266,274,251,154,50,2489,..,11,190,369,323,299,298,151,23,1664,..,78,136,95,76,55,15,3,0,463,..,16,50,72,44,22,10,13,3,223,1075,..,..,..,..,..,..,..,..,1075,..,132,..,..,..,..,..,..,..,132,..,131,45,14,19,11,0,0,0,216,..,27,16,3,4,28,13,4,4,105,..,21,15,4,3,4,0,0,0,47,..,56,52,10,9,17,6,13,0,163,..,40,73,38,54,112,106,72,49,547,17,29,21,5,5,16,10,10,0,113,1086,555,594,611,538,558,467,269,86,4753
UCL314012,..,15,5,3,6,12,13,0,0,53,..,12,11,21,25,52,52,44,17,224,15,20,10,3,11,7,11,8,0,79,582,322,353,367,382,342,242,136,37,2759,..,6,223,335,385,414,302,128,28,1814,..,73,193,142,125,71,24,8,0,643,..,12,67,88,84,36,20,20,9,330,1169,..,..,..,..,..,..,..,..,1169,..,237,..,..,..,..,..,..,..,237,..,208,96,23,29,15,4,0,0,369,..,35,14,14,11,23,23,14,10,143,..,21,15,13,9,5,3,3,0,68,..,28,20,12,16,25,24,7,0,119,..,14,33,53,51,100,103,62,35,446,32,35,17,14,13,13,17,8,5,152,1204,667,678,686,718,696,511,246,79,5490
UCL314013,..,12,18,9,13,7,14,0,0,78,..,14,28,21,50,100,104,105,74,494,13,9,11,4,12,8,9,7,3,83,568,311,429,330,394,421,340,247,111,3151,..,19,263,293,288,385,345,230,57,1887,..,67,161,108,90,69,46,13,0,552,..,16,69,104,109,55,22,20,18,410,1200,..,..,..,..,..,..,..,..,1200,..,199,..,..,..,..,..,..,..,199,..,222,89,44,34,16,12,0,0,414,..,57,51,18,30,51,31,20,10,262,..,14,28,7,3,18,3,4,0,90,..,46,77,28,30,20,29,11,0,244,..,25,78,57,121,203,196,146,96,927,33,31,21,9,14,10,19,9,7,156,1231,686,845,679,730,829,708,459,184,6348
UCL314014,..,6,6,0,12,10,5,3,0,35,..,0,10,5,9,16,10,17,7,72,5,7,5,3,3,3,0,0,0,36,621,306,330,413,371,273,170,73,13,2576,..,6,275,535,491,379,242,86,15,2026,..,54,151,141,103,40,14,9,0,509,..,6,33,51,42,20,15,0,0,184,1225,..,..,..,..,..,..,..,..,1225,..,270,..,..,..,..,..,..,..,270,..,243,89,26,22,0,0,0,0,377,..,34,7,12,16,34,29,23,10,160,..,19,22,7,8,9,0,0,0,67,..,3,19,5,21,19,9,9,0,87,..,5,24,21,23,35,28,20,5,167,10,14,10,7,10,10,5,0,0,59,1235,652,635,812,735,549,348,145,24,5135
UCL314015,..,0,9,6,8,11,10,4,0,44,..,0,3,11,13,25,35,12,6,101,3,5,4,5,0,11,4,3,4,35,575,273,313,413,365,321,233,78,15,2598,..,12,227,460,468,413,317,103,4,2000,..,48,170,125,123,70,26,12,0,578,..,3,45,69,60,23,10,8,9,228,1240,..,..,..,..,..,..,..,..,1240,..,263,..,..,..,..,..,..,..,263,..,204,62,33,19,9,0,0,0,326,..,7,12,17,16,14,28,18,9,118,..,25,15,9,9,10,0,0,0,67,..,8,11,16,14,25,19,4,0,103,..,8,25,30,36,57,60,32,6,253,8,21,18,4,7,16,7,4,4,90,1247,599,586,765,750,637,478,176,29,5257
UCL314016,..,23,55,15,19,12,18,11,0,152,..,14,36,22,51,84,128,120,72,527,12,10,11,9,18,10,12,5,0,97,697,392,570,387,477,461,435,370,123,3912,..,14,274,348,375,407,434,385,98,2330,..,84,259,145,124,87,45,23,0,765,..,28,88,92,128,66,35,29,28,490,1414,..,..,..,..,..,..,..,..,1414,..,230,..,..,..,..,..,..,..,230,..,228,121,34,38,37,3,0,0,456,..,54,44,12,31,45,21,29,8,242,..,42,65,13,4,10,4,0,0,153,..,58,123,35,34,28,33,20,7,335,..,30,77,51,115,167,219,192,108,962,27,27,38,19,30,18,18,8,0,189,1442,804,1093,749,883,851,817,691,243,7564
UCL314017,..,38,26,6,0,8,0,0,0,85,..,41,48,48,23,32,18,0,0,200,16,19,21,9,9,10,6,0,0,93,1022,446,686,679,416,229,58,15,9,3558,..,14,513,806,611,294,68,13,0,2318,..,154,421,227,127,46,7,0,0,984,..,12,63,97,59,23,3,6,0,265,2089,..,..,..,..,..,..,..,..,2089,..,275,..,..,..,..,..,..,..,275,..,197,40,10,7,0,0,0,0,250,..,36,17,11,12,15,8,0,3,106,..,19,23,14,12,6,5,0,0,67,..,59,56,17,12,20,6,0,0,169,..,63,130,114,96,106,41,0,4,557,35,27,40,34,19,19,8,0,0,190,2125,868,1296,1327,945,526,150,25,11,7263
UCL314018,..,5,12,0,0,5,3,0,0,26,..,4,12,10,14,27,12,7,0,87,6,16,5,0,3,0,3,0,0,29,885,372,460,626,494,300,140,43,14,3350,..,6,466,923,737,425,213,70,11,2858,..,53,239,150,109,55,12,4,0,625,..,3,28,50,62,27,11,10,5,195,1785,..,..,..,..,..,..,..,..,1785,..,370,..,..,..,..,..,..,..,370,..,235,74,23,10,15,0,0,0,352,..,18,20,4,6,12,20,8,0,90,..,10,14,6,10,3,0,0,0,45,..,3,19,4,4,6,3,0,0,49,..,4,28,28,32,44,26,13,3,176,16,23,13,4,5,3,9,0,0,72,1804,736,891,1200,978,591,290,99,26,6615
UCL314019,..,9,3,0,10,14,10,8,0,53,..,3,10,15,30,51,66,53,43,274,4,12,7,4,3,9,5,6,0,47,462,269,272,341,351,323,292,156,72,2529,..,3,177,360,376,355,319,181,46,1825,..,44,180,94,78,69,21,7,0,494,..,4,24,71,75,29,14,9,5,226,900,..,..,..,..,..,..,..,..,900,..,234,..,..,..,..,..,..,..,234,..,150,58,23,17,12,4,0,0,258,..,19,15,12,6,15,22,11,8,108,..,21,14,8,13,5,8,0,3,58,..,16,21,4,24,16,21,13,0,120,..,8,23,21,56,84,92,77,50,409,8,13,12,11,10,9,5,6,0,82,906,506,524,604,648,593,510,303,112,4711
UCL314020,..,39,23,10,8,7,6,0,0,84,..,43,52,30,59,74,68,57,24,411,12,15,10,11,14,14,3,3,4,88,627,406,428,415,357,312,203,128,47,2920,..,12,268,404,348,305,222,113,15,1695,..,180,242,118,75,66,21,8,0,706,..,6,55,82,60,33,10,16,6,281,1244,..,..,..,..,..,..,..,..,1244,..,179,..,..,..,..,..,..,..,179,..,152,43,25,16,16,3,0,0,256,..,45,17,4,12,11,8,0,3,112,..,21,3,5,13,6,0,0,0,56,..,79,41,21,10,17,9,0,0,180,..,89,93,89,110,142,129,79,42,777,27,31,20,19,16,21,11,7,7,168,1273,808,791,768,656,613,424,230,71,5647
UCL314021,..,17,6,4,18,14,25,11,0,92,..,4,12,13,33,80,168,126,32,470,9,9,8,3,6,8,18,11,4,77,747,450,373,497,654,649,932,495,111,4903,..,6,230,528,675,779,1178,660,88,4136,..,85,163,152,164,119,117,47,9,845,..,12,60,112,138,51,41,23,20,458,1472,..,..,..,..,..,..,..,..,1472,..,382,..,..,..,..,..,..,..,382,..,307,136,48,60,27,9,0,0,593,..,43,10,10,17,27,49,40,26,227,..,35,20,14,15,14,6,3,0,117,..,20,16,7,27,38,52,21,0,188,..,12,34,42,89,145,279,203,50,849,23,17,16,12,10,18,36,15,5,153,1487,917,684,932,1200,1213,1767,1007,199,9417
UCL314022,..,5,8,5,12,26,30,12,3,94,..,3,8,12,35,88,131,108,32,415,8,11,5,11,10,3,12,8,3,61,589,320,258,424,583,635,633,344,93,3877,..,3,174,461,681,741,782,393,61,3301,..,20,132,149,148,118,58,24,0,644,..,6,19,69,84,50,32,26,17,306,1206,..,..,..,..,..,..,..,..,1206,..,363,..,..,..,..,..,..,..,363,..,190,103,48,39,36,4,0,0,418,..,12,10,6,4,13,30,25,28,136,..,19,8,10,10,26,19,3,0,95,..,4,12,11,31,40,53,22,3,171,..,7,20,27,75,139,182,153,57,662,20,29,10,7,18,10,19,9,3,128,1225,654,483,784,1096,1172,1190,659,171,7433
UCL314023,..,17,12,12,3,13,13,0,0,73,..,20,26,22,65,90,84,62,19,373,18,17,7,3,14,14,22,5,0,103,1032,472,525,613,713,631,387,153,38,4573,..,5,383,682,854,834,489,157,24,3433,..,143,311,204,167,120,39,13,4,997,..,17,74,122,112,32,20,6,11,389,2042,..,..,..,..,..,..,..,..,2042,..,437,..,..,..,..,..,..,..,437,..,252,65,30,20,11,4,0,0,383,..,28,15,10,16,26,19,16,3,132,..,21,10,12,7,3,5,0,0,62,..,30,38,21,17,20,21,4,0,147,..,43,77,88,138,182,155,107,28,821,25,26,27,15,24,34,27,10,0,199,2062,1008,1000,1175,1360,1266,779,321,69,9030
UCL315001,..,3,0,0,6,6,6,0,0,22,..,4,6,5,9,20,13,5,0,58,0,4,0,0,6,9,0,0,0,19,77,31,36,56,73,116,75,21,4,495,..,0,30,59,66,105,105,30,3,399,..,4,24,19,26,30,7,0,0,107,..,0,4,10,8,0,6,3,3,37,155,..,..,..,..,..,..,..,..,155,..,24,..,..,..,..,..,..,..,24,..,19,3,5,5,3,0,0,0,29,..,0,0,0,4,0,0,0,0,15,..,0,0,0,0,0,0,0,0,3,..,12,4,0,7,10,12,0,0,46,..,0,10,12,15,29,26,13,3,117,4,0,0,6,7,13,4,0,0,36,159,58,79,107,142,195,159,52,14,968
UCL315002,..,0,0,0,0,0,0,0,0,9,..,0,0,0,11,11,14,3,0,43,3,4,4,3,3,3,0,0,0,26,285,133,157,192,194,158,97,36,3,1247,..,4,141,254,247,240,159,51,11,1104,..,23,78,59,51,28,11,4,0,255,..,0,18,25,26,11,4,0,0,81,568,..,..,..,..,..,..,..,..,568,..,150,..,..,..,..,..,..,..,150,..,83,32,6,13,3,0,0,0,136,..,12,3,3,3,10,10,10,3,49,..,12,4,0,0,3,3,0,0,26,..,5,0,4,0,3,0,3,0,15,..,0,10,5,20,19,16,3,0,71,11,14,7,10,3,3,0,0,0,38,573,298,288,361,359,321,204,70,12,2480
