UCL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
UCL222055,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,6,4,3,0,0,28,0,0,0,0,0,0,0,0,9,9,9,4,3,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,6,0,7,0,0,11,0,0,0,0,0,0,0,0,0,5,6,5,8,0,0,14,7,17,7,9,8,0,0,50
UCL222056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,14
UCL222057,0,3,0,0,0,0,0,7,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,5,18,15,8,4,3,0,0,51,0,0,0,0,0,0,0,0,17,26,8,4,6,6,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,17,26,10,8,10,6,0,74
UCL222058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4
UCL222059,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,5,4,3,4,0,0,26,0,0,0,0,0,0,0,0,12,7,4,3,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,12,15,7,9,3,7,0,0,37
UCL222060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,9,6,4,3,4,0,0,24,0,0,0,0,0,0,0,0,13,6,3,4,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,13,8,7,4,4,3,0,41
UCL222061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,0,3,0,0,35,0,0,0,0,0,0,0,0,5,9,5,0,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,7,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,9,9,9,8,8,8,9,0,41
UCL222062,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,3,5,0,0,19,0,0,0,0,0,0,0,0,6,8,4,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,12,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,15,6,12,4,6,7,0,0,40
UCL222063,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,5,7,14,5,4,3,4,0,38,0,0,0,0,0,0,0,0,9,17,5,4,8,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,13,4,0,0,0,0,0,0,4,5,0,3,0,5,0,0,21,16,23,10,9,9,8,0,71
UCL222064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,13,12,17,5,0,68,0,0,0,0,0,0,0,0,6,15,13,12,17,5,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,15,16,11,18,8,0,79
UCL222065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,7,3,3,0,0,28,0,0,0,0,0,0,0,0,10,4,7,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,14,8,12,12,0,3,0,0,42
UCL222066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,4,4,0,0,25,0,0,0,0,0,0,0,0,6,4,3,4,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,12,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,9,7,14,5,6,4,0,0,37
UCL222067,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,19,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,0,0,0,0,0,20
UCL222068,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,9,4,6,0,3,0,5,4,27,0,0,0,0,0,0,0,0,7,8,6,8,5,7,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,11,10,6,8,4,8,5,48
UCL222069,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,8,10,12,0,0,62,0,0,0,0,0,0,0,0,14,17,8,10,12,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,4,0,0,0,28,0,0,0,0,0,0,0,0,6,11,3,4,0,0,0,28,18,24,16,20,14,0,0,91
UCL222070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,30,0,0,0,0,0,0,0,0,13,12,3,0,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,13,12,3,0,7,0,0,37
UCL222071,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,8,0,0,0,0,0,0,0,0,21,19,3,6,7,3,4,62,0,0,0,0,0,0,0,0,20,19,10,12,12,3,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,10,24,25,12,9,12,3,4,84
UCL222072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,3,0,17,0,0,0,0,0,0,0,0,10,0,3,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,6,17,5,3,0,0,3,0,35
UCL222073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,12,5,5,0,3,8,0,0,30,0,0,0,0,0,0,0,0,13,5,12,3,8,0,0,42,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,18,10,10,4,9,0,0,52
UCL222074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,3,3,4,0,0,23,0,0,0,0,0,0,0,0,4,5,3,4,7,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,3,7,9,0,0,36
UCL222075,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,9,15,23,16,7,7,0,0,70,0,0,0,0,0,0,0,0,18,32,22,4,5,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,3,3,0,17,0,0,0,0,0,0,0,3,8,7,4,0,3,3,0,25,25,38,22,4,16,3,0,112
UCL222076,4,9,0,6,8,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,6,4,0,0,24,0,0,0,4,0,0,0,8,12,17,6,15,12,0,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,6,5,3,3,0,0,26,3,0,0,0,0,0,0,3,11,7,5,3,3,0,0,28,20,25,8,14,15,6,0,87
UCL222077,0,7,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,14,13,17,7,6,0,0,50,0,0,0,0,0,0,0,0,10,19,17,7,6,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,6,4,3,6,0,0,15,14,22,15,9,14,0,0,74
UCL222078,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,13,0,0,0,0,0,0,0,0,4,0,9,4,5,0,0,30,0,0,0,0,0,0,0,0,8,7,13,5,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,15,0,0,0,0,0,0,0,0,0,5,0,8,6,0,0,22,10,10,13,17,10,0,0,54
UCL222079,0,0,4,0,0,0,0,6,0,0,3,0,7,0,0,12,7,3,0,0,0,0,0,18,12,16,4,9,8,3,0,58,0,0,0,0,0,0,0,0,23,31,13,8,15,3,6,96,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,17,24,33,13,10,17,3,6,108
UCL222080,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,7,0,0,23,0,0,0,0,0,0,0,0,10,9,8,5,8,0,0,33,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,10,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,12,12,9,6,7,6,0,0,47
UCL222081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,7,4,0,0,26,0,0,0,0,0,0,0,0,0,7,6,11,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,6,11,4,0,0,30
UCL222082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,4,6,3,0,0,26,0,0,0,0,0,0,0,0,9,10,4,6,3,0,0,37,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,10,8,6,4,0,0,35
UCL222083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,11,5,3,0,0,40,0,0,0,0,0,0,0,0,8,12,11,5,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,8,13,13,5,6,0,0,47
UCL222084,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,3,10,0,0,44,0,0,0,0,0,0,0,0,8,13,9,3,10,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,6,0,0,29,0,0,0,0,0,0,0,0,0,8,0,7,6,0,0,29,8,20,15,9,19,0,0,69
UCL222085,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,7,9,5,6,0,4,3,0,33,0,0,0,0,0,0,0,0,20,9,6,3,6,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,12,6,3,10,0,0,54
UCL222086,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,3,0,0,0,0,0,10,14,12,10,3,0,8,3,49,0,0,0,0,0,0,0,0,20,20,10,3,4,8,3,66,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,15,27,21,13,6,4,8,4,78
UCL222087,4,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,8,14,3,4,0,3,0,37,0,0,0,0,0,0,0,0,15,18,11,4,0,3,0,47,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,13,8,5,5,0,0,31,0,0,0,0,0,0,0,0,9,16,8,5,5,0,0,36,25,31,14,10,8,3,0,87
UCL222088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,7,3,3,0,21
UCL222089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,0,4,0,4,27,0,0,0,0,0,0,0,0,8,4,6,0,4,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,4,3,0,3,0,4,0,12,13,6,11,3,0,3,4,38
UCL222090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,8,5,9,0,0,43,0,0,0,0,0,0,0,0,11,15,11,5,9,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,8,11,18,9,10,7,0,0,51
UCL222091,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,18,27,15,10,7,0,0,75,0,0,0,0,0,0,0,0,21,27,12,9,7,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,8,4,4,0,0,0,20,0,0,0,0,0,0,0,0,4,8,4,9,3,0,0,24,26,33,17,15,9,3,0,104
UCL222092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,20,17,26,15,8,0,0,90,0,0,0,0,0,0,0,0,20,19,26,18,9,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,6,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,7,24,21,27,19,9,3,0,101
UCL222093,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,6,0,0,0,0,0,0,0,3,14,5,3,0,0,0,0,24,0,3,0,0,0,0,0,6,12,10,10,6,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,3,4,0,0,0,18,0,0,0,0,0,0,0,0,4,3,3,5,3,0,0,27,16,10,12,8,6,4,0,61
UCL222094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,10,3,0,0,0,37,0,0,0,0,0,0,0,0,17,9,10,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,3,5,0,0,20,0,0,0,0,0,0,0,0,9,3,3,3,5,0,0,23,28,12,10,7,3,0,0,61
UCL222095,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,3,0,0,24,0,0,0,0,0,0,0,0,14,8,0,0,3,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,0,10,0,0,0,0,0,0,0,0,0,6,6,5,0,0,0,10,9,16,5,5,0,3,3,35
UCL222096,4,4,3,3,0,0,0,15,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,17,29,5,7,6,0,0,70,0,0,0,0,0,0,0,0,23,32,13,11,10,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,7,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,7,0,4,0,0,11,25,37,17,11,15,0,0,107
UCL222097,0,0,0,0,0,3,0,3,0,9,5,0,0,0,0,14,0,5,0,0,7,0,0,6,3,13,11,10,10,0,0,43,0,0,0,0,0,0,0,0,3,23,16,6,9,8,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,14,3,26,20,13,15,7,0,86
UCL222098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,0,0,0,0,12,13,21,5,13,7,0,0,65,0,0,0,0,0,0,0,0,14,25,9,12,13,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,16,25,12,17,12,0,0,91
UCL222099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,8,12,5,3,0,0,0,31,0,0,0,0,0,0,0,0,15,14,9,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,12,17,18,8,4,0,0,0,47
UCL222100,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,3,0,3,0,0,18
UCL222101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,13,5,0,4,0,47,0,0,0,0,0,0,0,0,18,9,13,5,0,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,19,21,20,17,5,9,4,0,73
UCL222102,0,0,0,0,0,0,0,0,5,9,0,0,3,0,0,11,3,0,0,0,0,0,0,5,13,13,12,9,4,0,0,51,0,0,0,0,0,0,0,0,23,14,10,6,10,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,27,18,18,10,14,0,0,83
UCL222103,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,9,0,4,0,0,0,0,0,8,6,16,10,3,4,5,0,46,0,0,0,0,0,0,0,0,4,22,11,6,7,5,4,57,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,4,22,12,6,7,4,4,63
UCL222104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,10,12,3,3,7,0,0,32,0,0,0,0,0,0,0,0,10,16,7,4,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,5,0,0,14,0,0,0,0,0,0,0,0,0,8,4,4,5,0,0,21,17,21,9,8,8,0,0,59
UCL222105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,11,0,0,27,0,0,0,0,0,0,0,0,6,4,3,0,11,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,6,10,7,4,11,0,0,36
UCL231001,638,826,555,408,567,247,110,3362,704,978,700,479,677,247,92,3885,1066,1207,736,511,617,201,99,4428,13779,16699,11376,7869,9764,2892,1045,63419,77,138,64,43,33,4,0,365,16264,19849,13430,9310,11667,3588,1352,75461,34,63,66,43,53,26,15,297,97,190,143,126,117,54,19,747,52,91,89,80,98,31,26,456,1316,2172,1590,1203,1417,357,143,8193,79,58,45,39,29,11,4,266,1579,2574,1934,1484,1709,470,203,9960,17841,22424,15365,10794,13375,4064,1558,85421
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL299994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL301001,34272,37492,20765,12822,16427,8009,4021,133815,11672,11419,6733,4292,5401,2155,786,42465,12287,11465,6315,3767,4748,1933,743,41244,53375,54070,33229,21804,27400,10948,4092,204924,484,550,273,150,107,23,9,1605,112089,115000,67318,42843,54084,23063,9644,424048,3068,5203,3751,2894,4028,1896,1031,21870,2577,3570,2324,1698,2070,678,285,13206,1355,2407,1833,1244,1573,579,273,9257,11037,16301,11053,8017,9553,2792,1239,59993,747,728,393,278,179,44,17,2384,18784,28214,19359,14127,17405,5988,2838,106724,130869,143216,86674,56975,71491,29052,12490,530772
UCL302001,6404,7227,4355,2807,3672,1518,819,26792,3461,3303,1814,1179,1407,505,204,11868,3496,3469,1964,1159,1412,515,195,12214,12795,13082,7886,5257,6531,2304,811,48671,137,123,74,34,33,12,3,407,26296,27198,16086,10435,13054,4854,2033,99959,563,1179,938,766,1033,413,219,5114,703,1079,721,502,605,178,76,3858,444,826,597,380,539,180,71,3040,2409,3758,2677,2023,2463,726,326,14376,153,150,119,55,48,10,4,533,4268,6994,5050,3716,4683,1510,695,26927,30564,34194,21134,14154,17738,6368,2728,126884
