UCL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL321045,0,0,0,0,0,0,5,4,0,11,0,0,0,0,0,0,0,0,0,0,4,4,4,10,7,10,3,0,0,55,34,36,120,200,162,129,76,24,3,775
UCL321046,0,0,0,0,0,0,0,8,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,21,17,30,41,99,101,96,53,8,458
UCL321047,0,0,0,0,3,5,27,14,0,51,0,0,0,0,0,0,0,0,0,5,0,0,5,7,8,16,0,6,0,46,21,38,85,67,88,116,109,52,8,583
UCL321048,0,0,0,5,0,6,12,20,3,42,0,0,0,0,0,0,0,0,0,0,0,3,11,4,3,4,11,19,4,55,15,19,55,52,50,83,85,55,14,413
UCL321049,0,0,0,0,0,3,0,8,0,19,0,0,0,0,0,0,0,0,0,0,3,0,9,9,11,4,6,4,0,49,12,28,87,57,81,70,39,28,0,413
UCL321050,0,0,6,5,4,3,10,12,5,44,0,0,0,0,0,0,0,0,0,0,7,15,15,7,16,7,20,5,0,82,26,49,123,74,108,104,82,42,9,618
UCL321051,0,0,0,0,0,7,14,17,8,50,0,0,0,0,0,0,0,0,0,3,26,4,6,4,15,16,21,26,16,134,50,17,64,62,103,169,155,93,36,737
UCL321052,3,0,6,3,9,14,11,6,3,60,0,0,0,0,0,0,0,0,0,9,3,6,16,12,8,7,0,4,0,60,45,72,154,109,109,63,32,15,3,598
UCL321053,0,0,0,0,4,10,8,0,0,17,0,0,0,0,0,0,0,0,0,0,3,3,5,10,13,12,3,5,0,38,26,51,89,66,60,53,21,5,0,368
UCL321054,0,0,0,0,0,0,6,3,0,14,0,0,0,0,0,0,0,0,0,0,0,4,9,9,5,10,4,0,0,46,11,10,49,49,74,162,131,37,8,533
UCL321055,0,0,5,5,8,10,24,21,8,79,0,0,0,0,0,0,0,0,0,3,5,11,22,0,20,21,18,15,7,105,26,64,137,83,120,128,132,74,29,791
UCL321056,0,0,0,0,4,7,14,26,13,67,0,0,0,0,0,0,0,0,0,4,0,3,3,12,11,9,8,13,4,66,19,23,79,72,91,115,94,79,26,597
UCL321057,0,0,0,0,3,6,23,31,15,91,0,0,0,0,0,0,0,0,0,3,0,3,7,0,11,7,14,10,4,66,12,21,60,51,86,126,118,85,46,602
UCL321058,0,0,3,0,0,4,19,24,13,66,0,0,0,0,0,0,0,0,0,4,5,6,8,11,10,12,9,9,3,75,32,43,105,130,113,118,129,61,20,754
UCL321059,0,0,0,4,0,0,6,6,0,15,0,0,0,0,0,0,0,0,0,0,3,0,8,11,3,7,5,0,5,40,30,53,92,140,196,168,132,42,10,870
UCL321060,0,0,0,0,7,7,16,20,14,60,0,0,0,0,0,0,0,0,0,0,3,3,6,8,8,12,9,8,11,67,18,37,36,50,92,115,125,82,36,590
UCL321061,0,0,0,0,8,0,6,23,4,42,0,0,0,0,0,0,0,0,0,0,3,0,9,7,10,9,14,3,0,65,9,20,44,60,84,117,132,81,13,571
UCL321062,5,0,3,0,9,6,25,0,0,63,0,0,6,0,0,0,0,0,0,0,12,10,42,12,22,23,11,7,0,140,77,90,184,103,169,85,49,12,0,780
UCL321063,0,0,0,0,0,8,7,10,3,24,0,0,0,0,0,0,0,0,0,3,0,0,5,5,7,10,9,3,3,43,25,48,68,97,156,169,133,70,11,778
UCL321064,0,0,0,0,0,5,17,14,5,37,0,0,0,0,0,0,0,0,0,0,10,0,0,7,29,20,13,11,3,100,22,24,36,30,89,135,137,68,15,558
UCL321065,0,0,0,0,3,5,23,16,0,57,0,0,0,0,0,0,0,0,0,4,3,0,9,8,0,18,9,10,0,64,34,47,97,135,177,229,169,102,15,1003
UCL321066,0,0,0,0,3,4,11,7,4,26,0,0,0,0,0,0,0,0,0,0,5,0,0,8,4,20,8,3,0,48,17,12,8,31,66,133,129,58,21,471
UCL321067,4,0,3,0,3,11,10,3,6,40,0,0,0,0,0,0,0,0,0,0,3,5,5,8,13,3,8,3,0,55,48,45,98,70,78,45,29,13,6,428
UCL321068,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,3,4,5,0,34,13,30,104,135,124,108,74,32,12,636
UCL321069,0,0,0,0,0,3,7,14,0,35,0,0,0,0,0,0,0,0,0,0,4,0,7,17,8,7,7,11,0,64,22,31,60,92,118,179,214,139,22,876
UCL321070,0,0,0,0,0,7,7,8,4,24,0,0,0,0,0,0,0,0,0,0,0,3,5,6,9,3,5,4,0,42,13,37,69,107,86,95,84,31,8,531
UCL321071,0,0,0,0,5,3,9,11,3,29,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,10,10,0,0,35,17,26,60,63,93,96,79,39,3,474
UCL321072,0,0,0,3,0,3,4,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,7,0,0,34,22,37,103,111,132,89,83,27,10,615
UCL321073,0,0,0,3,0,0,9,4,0,20,0,0,0,0,0,0,0,0,0,3,10,6,21,4,15,10,7,9,3,82,14,30,132,87,115,174,115,50,8,722
UCL321074,0,3,0,0,6,12,28,18,6,81,0,0,0,0,0,0,5,5,0,5,4,5,13,10,13,11,8,14,8,83,29,34,88,89,91,109,121,66,23,651
UCL321075,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,5,0,0,8,9,5,4,0,0,0,31,33,46,123,185,202,133,92,32,4,842
UCL321076,4,0,0,0,9,9,11,5,0,36,0,0,0,5,0,0,0,0,0,9,14,9,44,33,32,23,10,0,0,163,59,70,118,116,104,86,40,7,0,601
UCL321077,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,11,19,53,37,42,34,9,0,0,205,14,40,126,90,94,101,35,11,0,506
UCL321078,0,0,0,0,0,4,11,5,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,9,0,3,0,31,21,26,50,31,90,107,80,28,0,429
UCL321079,3,3,4,13,5,16,24,16,0,81,0,0,0,0,0,3,4,3,0,12,0,18,22,12,12,17,13,15,4,125,57,107,193,152,161,150,82,41,3,953
UCL321080,0,9,13,14,4,8,26,15,3,100,0,0,0,0,0,0,0,0,0,3,8,11,22,23,15,19,7,15,0,120,43,159,461,430,292,271,218,87,12,1968
UCL321081,0,0,0,0,0,0,8,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,12,12,22,49,67,72,94,58,27,10,408
UCL321082,0,0,0,0,0,0,3,10,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,6,3,3,22,23,27,43,72,86,97,93,34,8,479
UCL321083,0,0,0,0,4,3,20,24,8,64,0,0,6,0,0,0,0,0,0,8,3,6,19,9,5,11,3,8,0,73,34,109,208,217,178,196,153,81,10,1189
UCL321084,0,0,0,0,0,0,4,9,3,16,0,0,0,0,0,0,0,0,0,0,5,8,10,3,14,14,17,13,0,75,20,25,57,72,108,150,151,68,14,673
UCL321085,0,0,0,0,0,0,18,10,4,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,8,16,6,0,51,4,3,18,15,37,160,244,59,13,545
UCL321086,3,6,9,10,16,8,11,3,0,62,0,0,0,0,0,0,0,0,0,4,4,6,19,15,11,8,3,4,0,72,34,40,78,98,101,59,32,9,0,459
UCL321087,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,5,12,11,4,0,0,4,11,0,45,9,31,39,76,79,91,93,55,5,470
UCL321088,0,0,0,0,9,5,10,25,8,62,0,0,0,0,0,0,5,0,0,5,8,4,5,9,10,19,16,11,0,79,24,28,66,54,112,125,131,69,27,632
UCL321089,0,0,0,5,4,20,14,3,5,45,0,0,0,0,0,0,0,0,0,0,0,6,3,3,11,26,30,11,9,92,4,12,20,34,68,132,127,56,12,467
UCL321090,0,0,0,0,0,0,5,12,5,23,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,12,3,4,26,15,21,35,84,141,74,121,99,28,620
UCL321091,0,0,0,3,0,6,15,14,4,44,0,0,0,0,0,0,0,4,0,4,0,5,4,7,12,17,22,14,0,88,9,13,25,28,80,109,120,64,13,455
UCL321092,0,0,0,0,0,0,12,19,0,25,0,0,0,0,0,0,0,0,0,0,3,3,0,8,8,14,12,12,3,68,10,24,25,43,59,118,95,71,9,443
UCL321093,0,0,0,0,3,3,16,20,9,49,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,8,10,7,0,37,21,38,43,77,82,114,114,56,13,554
UCL321094,0,0,0,0,0,0,7,14,3,32,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,3,5,3,0,13,23,25,50,73,92,83,103,48,16,519
UCL321095,0,0,0,0,0,4,7,6,0,17,0,0,0,0,0,0,0,0,0,0,4,0,4,13,12,10,22,9,4,78,18,23,70,100,135,167,168,70,17,766
UCL321096,0,0,0,0,0,10,3,28,8,55,0,0,0,0,0,0,0,0,0,3,4,7,17,15,4,17,18,9,7,90,14,41,90,93,76,111,70,71,29,586
UCL321097,0,0,0,0,0,3,8,13,3,29,0,0,0,0,0,0,0,0,0,0,0,5,0,7,18,4,0,4,4,38,24,51,85,122,173,157,100,50,6,768
UCL321098,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,11,16,31,41,65,82,76,53,23,9,385
UCL321099,0,0,0,0,8,3,25,8,13,65,0,0,0,0,0,0,0,0,0,0,3,6,13,8,10,13,7,7,0,69,20,55,96,76,81,99,87,38,23,572
UCL321100,0,0,0,5,4,6,9,31,14,67,0,0,0,0,0,0,0,0,0,0,5,7,4,4,8,7,6,12,0,49,19,34,73,52,62,59,60,74,23,467
UCL321101,0,0,4,0,5,9,23,30,17,88,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,10,8,21,5,54,17,30,68,61,64,101,114,86,40,577
UCL321102,0,0,0,0,0,0,8,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,3,3,0,33,18,50,75,96,117,116,75,35,0,590
UCL321103,0,0,0,0,0,3,14,18,0,33,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,11,3,4,3,51,30,34,118,116,141,199,143,64,16,852
UCL321104,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,8,14,7,9,0,0,0,46,18,69,115,133,95,74,4,0,0,508
UCL321105,0,0,0,0,4,4,12,19,13,49,0,0,0,0,0,0,0,0,0,6,13,0,5,11,20,12,17,15,3,93,43,23,108,164,188,225,222,109,19,1108
UCL321106,0,5,12,8,0,4,11,36,14,92,0,0,4,6,0,0,0,0,0,11,13,3,13,10,15,11,13,9,6,97,35,55,170,160,126,152,181,92,35,994
UCL321107,0,0,0,0,0,5,15,16,10,44,0,0,0,0,0,0,0,0,0,3,0,0,6,4,11,11,3,5,5,48,10,17,50,55,88,162,122,71,18,605
UCL321108,0,0,0,0,3,4,11,11,5,41,0,0,0,0,0,0,0,0,0,3,10,3,8,11,7,5,11,4,4,66,14,20,56,73,63,80,77,22,14,432
UCL321109,0,0,0,0,0,9,18,24,4,58,0,0,0,0,0,0,0,0,0,8,9,5,9,19,13,15,22,17,0,110,25,41,86,106,112,123,108,75,21,696
UCL321110,0,0,0,0,0,0,6,6,4,17,0,0,0,0,0,0,0,0,0,0,0,4,7,7,10,5,8,10,5,51,15,20,62,71,129,145,188,92,22,745
UCL321111,0,0,0,0,0,3,20,6,0,33,0,0,0,0,0,0,0,0,0,0,5,0,16,8,13,8,8,5,0,67,18,26,78,76,115,136,151,52,10,664
UCL321112,7,4,0,0,10,5,14,6,0,52,0,0,0,0,0,0,0,0,0,0,9,4,15,3,4,0,0,0,0,38,65,71,172,98,107,69,36,8,0,628
UCL321113,0,0,0,0,5,3,10,9,0,28,0,0,0,0,0,0,0,0,0,0,6,3,5,19,9,16,10,4,0,70,15,28,64,97,84,123,77,23,4,515
UCL321114,0,0,4,4,6,11,14,29,11,83,0,0,0,0,0,0,0,0,0,3,5,0,10,4,16,17,22,23,0,93,20,32,60,70,107,136,180,126,29,760
UCL322001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,19,7,9,25,43,51,74,41,16,0,266
UCL322002,0,0,0,0,0,3,7,14,5,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,5,7,28,7,15,40,18,44,44,32,24,7,226
UCL322003,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,3,0,21,0,5,6,11,23,37,39,25,5,150
UCL322004,0,0,0,0,4,0,14,11,0,33,0,0,0,0,0,0,0,0,0,0,3,5,3,7,6,9,10,6,0,51,9,17,30,37,57,77,107,43,7,380
UCL322005,0,0,5,0,7,6,11,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,6,23,26,31,41,26,15,0,173
UCL322006,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,6,0,26,0,3,9,26,19,65,68,37,8,235
UCL322007,0,0,0,0,0,9,15,13,7,37,0,0,0,0,0,0,0,0,0,0,0,0,9,7,3,5,3,8,6,29,3,3,41,26,46,65,41,27,9,261
UCL322008,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,15,4,12,19,35,30,26,27,15,0,161
UCL322009,0,0,0,0,0,5,4,13,7,25,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,3,3,8,6,38,0,17,31,30,28,47,18,37,12,220
UCL322010,0,0,0,0,0,10,3,7,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,10,21,3,0,52,4,8,21,19,67,99,113,37,3,360
UCL322011,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,18,4,11,38,63,58,97,80,22,3,373
UCL322012,0,0,0,0,0,0,4,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,11,5,7,4,36,10,8,21,36,34,64,77,55,13,312
UCL322013,0,0,0,0,0,0,3,5,0,11,0,0,0,0,0,0,0,0,0,5,0,3,8,7,0,6,0,0,0,36,14,23,70,73,52,62,32,20,3,359
UCL322014,0,0,0,0,0,3,13,8,6,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,5,0,7,10,9,10,16,29,28,33,44,23,9,195
UCL322015,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,3,0,31,7,3,18,42,62,80,57,20,9,288
UCL322016,0,0,0,0,4,0,5,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,17,4,10,23,23,47,47,27,8,0,188
UCL322017,0,0,0,0,0,3,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,13,23,32,15,16,22,6,0,0,135
UCL322018,0,0,0,0,0,3,15,4,0,29,0,0,0,0,0,0,5,0,0,0,0,0,0,3,4,3,23,3,0,39,7,5,8,39,50,109,181,43,3,443
UCL322019,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,8,4,5,5,32,0,3,14,23,46,88,90,34,13,306
UCL322020,0,0,0,0,8,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,17,0,10,27,27,32,26,25,12,0,164
UCL322021,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12,0,0,11,8,12,30,52,18,5,138
UCL322022,0,0,0,0,0,7,4,4,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,0,15,3,22,26,11,19,20,19,8,3,139
UCL322023,0,0,0,0,0,5,11,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,6,0,0,0,25,3,11,20,28,63,102,98,33,5,372
UCL322024,0,0,0,0,0,4,4,6,0,19,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,13,15,19,44,72,66,74,77,40,6,405
UCL322025,0,0,5,0,0,3,8,0,0,9,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,4,4,0,0,21,8,6,23,14,18,24,16,0,0,109
UCL322026,0,0,0,0,3,4,4,16,0,26,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,3,0,6,0,17,3,6,34,17,38,36,24,25,0,186
UCL322027,0,0,0,0,0,0,6,3,0,15,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,19,0,5,11,14,30,25,25,9,5,123
UCL322028,0,0,0,0,0,0,3,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,17,7,9,19,18,23,37,35,24,10,184
UCL322029,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,6,0,7,0,11,8,0,4,6,0,0,0,27,4,28,58,31,27,27,14,11,0,201
UCL322030,0,0,0,0,0,7,7,14,0,35,0,0,0,0,0,0,0,0,0,0,3,3,4,8,5,10,0,0,5,41,6,15,35,36,31,67,66,38,8,300
UCL322031,0,0,0,0,4,0,10,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,19,0,5,23,28,37,74,66,25,5,259
UCL322032,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,19,25,9,0,79
UCL322033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,12,7,9,23,12,13,13,3,0,0,72
UCL322034,0,0,4,0,5,8,11,12,0,31,0,0,0,0,0,0,0,0,0,5,0,0,7,4,5,5,4,8,3,40,5,16,36,22,53,46,42,41,10,281
UCL322035,0,0,4,0,0,0,6,16,0,35,0,0,0,0,0,0,0,0,0,3,0,0,3,5,10,6,7,3,0,30,13,16,36,26,52,63,47,28,8,298
UCL322036,0,0,0,0,0,0,10,24,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,10,5,0,31,6,6,41,40,54,115,111,71,3,449
UCL322037,0,0,0,0,0,3,3,3,4,15,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,3,0,24,0,6,24,10,36,29,26,14,9,148
UCL322038,0,0,0,0,4,3,5,9,3,31,0,0,0,0,0,0,4,0,0,4,0,3,4,9,9,6,6,8,3,57,12,18,30,46,48,60,68,40,8,332
UCL322039,0,0,0,0,3,0,0,11,3,14,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,3,0,0,23,12,12,28,26,31,43,29,17,7,202
UCL322040,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,9,5,3,7,0,0,0,32,18,21,35,65,85,51,25,13,0,308
UCL322041,0,0,0,0,0,0,4,4,4,21,0,0,0,0,0,0,0,3,0,8,0,0,3,0,3,5,10,0,0,22,9,20,55,39,31,34,23,5,5,225
UCL322042,0,0,0,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,12,5,6,49,53,28,35,26,15,0,216
UCL322043,0,0,0,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,4,3,6,0,3,9,0,0,0,26,10,18,33,28,49,57,18,15,3,232
UCL322044,0,0,0,0,0,3,3,4,0,13,0,0,0,0,0,0,0,0,0,0,6,0,5,6,4,0,9,6,0,40,6,6,20,30,35,33,32,27,3,195
UCL322045,0,0,0,0,0,0,10,5,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,7,3,0,0,18,12,18,22,36,61,73,63,20,8,324
UCL322046,0,0,0,0,0,6,5,3,0,15,0,0,0,0,0,0,0,0,0,0,0,9,12,4,3,0,5,0,0,28,17,76,47,33,50,52,41,9,5,334
UCL322047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,13,9,9,25,0,9,11,0,0,0,67
UCL322048,0,0,0,0,0,0,5,4,6,18,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,3,0,4,0,22,0,10,36,23,35,27,24,9,6,168
UCL322049,0,0,0,0,0,0,5,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,3,0,0,12,10,13,27,30,36,43,48,29,0,238
UCL322050,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,25,18,17,12,0,0,0,72,10,20,84,96,83,53,11,0,0,361
UCL322051,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,12,3,14,19,24,37,29,47,7,3,178
UCL322052,0,0,0,0,0,0,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,11,11,19,24,24,31,23,15,3,165
UCL322053,0,0,5,4,6,7,3,7,0,19,0,0,0,0,0,0,0,0,0,0,6,4,3,0,3,16,7,7,0,43,3,16,42,35,47,97,61,29,6,336
UCL322054,0,0,0,0,0,4,5,6,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,14,5,0,0,39,7,5,13,37,52,98,59,33,3,302
UCL322055,0,0,0,0,0,5,9,8,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,9,7,3,30,3,12,17,27,41,85,91,40,5,331
UCL322056,0,0,0,0,3,0,5,4,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,21,31,26,40,12,8,9,0,158
UCL322057,0,0,0,0,0,3,5,19,0,26,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,5,0,0,25,18,26,49,66,58,68,48,27,0,358
UCL322058,0,0,0,0,0,5,4,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,4,32,6,8,12,28,43,108,113,39,15,351
UCL322059,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,3,0,0,0,14,15,21,54,27,38,24,10,0,0,190
UCL322060,0,0,0,5,0,6,6,3,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,7,3,0,35,18,22,19,49,56,103,79,28,11,388
UCL322061,0,0,0,0,0,3,7,0,0,11,0,0,0,0,0,0,0,0,0,0,3,10,7,3,0,0,0,3,0,34,28,47,73,45,13,31,22,4,0,263
UCL322062,0,0,0,0,0,3,10,5,3,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,3,0,0,21,4,16,43,21,38,46,40,16,10,236
UCL322063,0,0,5,0,0,5,3,5,5,22,0,0,0,0,0,0,0,0,0,3,4,3,4,8,7,11,4,3,0,46,13,21,59,45,39,58,34,12,5,295
UCL322064,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,3,10,5,3,0,3,0,0,30,4,17,26,33,37,49,35,17,0,217
UCL322065,0,0,0,0,0,4,0,7,3,8,0,0,0,0,0,0,0,0,0,0,6,0,6,7,6,6,0,9,0,37,5,9,25,21,32,38,20,19,3,172
UCL322066,0,0,0,0,0,0,5,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,0,21,5,0,9,14,22,68,74,26,0,222
UCL322067,0,0,0,4,9,10,9,9,0,38,0,0,0,0,0,0,0,0,0,6,11,3,3,6,11,11,8,5,0,54,12,15,41,46,78,125,84,44,6,445
UCL322068,0,0,0,0,0,0,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,17,31,26,29,43,49,21,5,220
UCL322069,0,0,0,0,3,0,4,18,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,7,3,0,31,7,11,19,23,52,67,73,55,8,313
UCL322070,0,0,0,0,3,8,6,11,5,35,0,0,0,0,0,0,0,0,4,4,0,0,6,4,11,11,3,7,4,37,6,7,27,39,63,75,76,43,14,345
UCL322071,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,7,4,0,21,5,3,17,15,13,16,14,3,0,81
UCL322072,0,0,0,0,0,5,4,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,14,8,14,22,27,36,36,31,25,3,197
UCL322073,0,0,0,0,0,4,3,10,8,25,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,8,5,4,24,3,7,34,39,36,78,102,53,15,368
UCL322074,0,0,0,0,0,0,7,8,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,3,23,0,0,3,11,15,75,88,35,7,242
UCL322075,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,4,3,4,3,0,0,0,0,13,17,22,35,30,26,15,5,0,0,157
UCL322076,0,0,5,4,0,5,14,3,0,31,0,0,0,0,0,0,0,0,0,0,0,9,11,9,12,7,4,0,0,56,20,41,75,48,33,40,29,7,0,294
UCL322077,4,0,0,0,0,0,12,8,0,24,0,0,0,0,0,0,0,0,0,0,5,3,0,3,7,5,3,0,0,22,29,44,51,55,46,32,34,9,0,295
UCL322078,0,0,0,0,0,0,7,0,5,12,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,9,6,0,0,25,5,11,22,19,29,38,36,15,3,182
UCL322079,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,8,16,37,50,48,34,16,8,0,214
UCL322080,0,0,0,0,0,0,4,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,20,0,3,11,32,33,46,36,26,3,187
UCL322081,0,0,0,0,0,3,4,10,4,19,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,7,7,5,6,39,10,10,30,26,31,64,53,19,12,257
UCL322082,0,0,0,0,0,3,7,17,0,38,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,5,10,5,27,7,16,29,42,53,66,54,40,7,318
UCL322083,0,0,0,0,0,0,5,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,6,12,20,29,25,30,30,13,4,164
UCL322084,0,0,0,0,3,0,0,4,0,11,0,0,0,0,0,0,0,0,0,3,0,0,9,11,6,13,17,3,0,63,4,8,33,19,42,38,35,22,4,199
UCL322085,0,0,0,0,0,0,3,11,0,12,0,0,0,0,0,0,0,0,0,0,4,0,7,4,16,9,12,3,0,56,12,23,44,55,89,72,61,23,6,386
