UCL_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
UCL315071,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,34,0,34,0,34,..,0,0,0,51,51,948,34,0,34,51,1042
UCL315072,0,0,0,0,..,4,5,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,47,8,49,0,52,..,203,48,256,3,257,..,3,4,11,130,138,673,212,47,257,135,1066
UCL315073,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,30,4,34,0,36,..,71,12,75,0,80,..,4,0,4,194,196,1687,76,12,80,196,1966
UCL315074,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,23,3,27,0,27,..,67,4,71,0,71,..,16,0,16,338,355,3014,78,4,83,338,3438
UCL315075,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,72,3,78,0,78,..,6,0,6,116,120,995,82,3,87,116,1194
UCL315076,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,51,8,58,5,64,..,208,47,254,8,268,..,19,8,22,223,246,3809,226,50,278,231,4319
UCL315077,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,734,49,784,3,788,..,792,51,845,9,854,..,22,3,23,115,136,1114,809,56,862,123,2098
UCL315078,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,3,14,0,14,..,107,21,129,0,129,..,10,0,12,182,188,2616,123,16,137,182,2933
UCL315079,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,18,..,49,0,49,4,55,..,0,0,0,72,74,1601,50,0,50,80,1735
UCL315080,0,0,0,0,..,21,4,28,0,28,..,0,0,0,0,0,..,8,3,13,0,13,..,60,8,66,0,66,..,609,27,634,0,633,..,12,3,18,614,632,3353,619,35,654,615,4624
UCL315081,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,31,0,39,0,39,..,105,12,116,0,116,..,9,0,10,200,206,3122,113,14,122,202,3440
UCL315082,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,6,0,6,..,8,0,8,0,8,..,38,0,40,0,40,..,0,0,0,115,117,1026,42,0,42,115,1176
UCL315083,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,29,4,29,0,29,..,4,0,4,36,41,969,36,4,33,36,1039
UCL315084,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,30,0,30,..,68,7,69,0,69,..,3,0,3,60,67,1914,69,7,72,60,2044
UCL315085,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,29,4,36,0,41,..,61,8,66,0,68,..,12,0,12,282,293,2713,69,10,80,283,3074
UCL315086,0,0,0,0,..,0,3,5,0,5,..,5,0,6,0,6,..,3,6,7,0,7,..,42,7,48,0,48,..,165,21,184,0,190,..,17,0,17,325,340,3174,182,21,200,321,3698
UCL315087,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,23,0,23,..,141,0,141,0,142,..,9,0,9,22,26,2546,140,0,140,20,2712
UCL315088,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,39,5,44,0,44,..,106,10,116,0,116,..,6,0,10,418,427,2941,114,14,128,418,3487
UCL315089,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,3,4,0,4,..,34,6,38,5,37,..,98,13,108,3,111,..,31,5,33,258,288,2105,129,19,148,259,2508
UCL315090,0,0,0,0,..,5,0,4,0,4,..,0,0,0,0,0,..,4,0,3,0,3,..,32,6,40,0,44,..,357,90,443,3,449,..,15,3,19,337,353,4074,369,93,454,345,4873
UCL315091,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,1085,154,1243,39,1283,..,1151,160,1309,39,1355,..,69,4,72,206,275,1175,1220,165,1382,249,2805
UCL315092,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,26,0,29,0,29,..,17,0,17,180,193,2051,45,0,47,180,2274
UCL315093,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,11,..,17,3,17,0,20,..,3,0,3,26,27,913,19,3,23,25,957
UCL315094,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,14,0,17,..,64,5,71,0,73,..,0,0,0,98,95,2174,68,5,70,99,2344
UCL315095,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,88,11,102,8,114,..,289,54,340,16,354,..,12,4,11,284,303,1596,302,49,351,304,2252
UCL315096,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,4,26,0,26,..,58,4,59,0,59,..,3,0,3,332,338,3173,63,4,64,332,3567
UCL315097,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,34,0,34,0,34,..,71,4,73,0,78,..,11,0,11,95,99,1751,75,4,81,93,1927
UCL315098,0,6,0,6,..,14,0,13,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,225,11,242,7,245,..,346,27,373,4,385,..,50,3,54,490,548,3170,406,31,430,498,4097
UCL315099,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,93,9,99,8,105,..,180,12,195,7,207,..,10,3,17,93,109,3555,191,18,206,102,3864
UCL315100,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,7,0,7,..,19,9,24,0,24,..,7,0,7,82,84,1192,21,9,25,82,1300
UCL315101,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,46,9,52,0,52,..,4,0,5,32,37,1707,56,7,59,32,1796
UCL315102,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,5,5,9,..,33,4,35,5,39,..,0,0,0,123,122,1620,32,4,39,125,1782
UCL315103,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,36,15,45,0,45,..,75,32,107,0,111,..,0,6,5,158,162,1054,75,36,110,158,1323
UCL315104,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,50,8,54,0,54,..,5,0,5,1525,1529,2146,54,8,58,1525,3734
UCL315105,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,16,0,21,0,21,..,4,0,4,92,99,1248,21,0,21,92,1359
UCL315106,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,20,..,45,5,54,0,54,..,4,0,4,54,58,1794,47,5,52,54,1897
UCL315107,0,0,0,0,..,9,0,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,25,6,33,0,33,..,119,16,141,0,139,..,7,0,7,102,110,2345,123,16,147,102,2595
UCL315108,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,1000,28,1029,45,1076,..,1008,28,1037,45,1077,..,8,0,5,30,39,152,1013,25,1041,77,1273
UCL315109,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,4,13,0,13,..,30,5,33,0,33,..,4,0,4,50,56,965,35,5,42,50,1052
UCL321001,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,40,40,559,3,0,3,40,603
UCL321002,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,8,0,8,..,7,0,9,0,9,..,0,0,0,67,69,769,5,0,11,67,843
UCL321003,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,6,0,0,0,..,7,6,7,0,7,..,0,0,0,69,65,506,5,6,7,69,574
UCL321004,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,20,5,23,0,23,..,0,0,0,55,59,469,21,5,25,55,553
UCL321005,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,16,0,19,0,19,..,8,0,8,78,80,638,22,0,24,78,742
UCL321006,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,412,145,555,17,577,..,415,142,565,17,578,..,12,4,17,49,65,60,429,146,578,64,704
UCL321007,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,20,0,20,..,208,18,221,5,229,..,5,0,13,199,203,1154,215,16,233,196,1590
UCL321008,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,17,0,16,0,16,..,0,0,0,112,111,869,15,0,23,112,998
UCL321009,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,37,4,38,0,38,..,7,0,7,126,135,1076,44,4,45,126,1243
UCL321010,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,48,16,68,0,68,..,102,30,137,0,138,..,9,0,9,43,56,722,115,30,149,46,912
UCL321011,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,19,0,19,0,21,..,0,0,0,28,35,707,27,0,27,34,765
UCL321012,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,77,83,561,16,0,16,77,657
UCL321013,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,9,0,9,..,16,0,16,0,16,..,0,0,0,53,53,714,16,0,16,53,783
UCL321014,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,27,27,490,7,0,7,27,527
UCL321015,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,24,0,24,0,24,..,0,0,0,87,87,954,24,0,24,87,1064
UCL321016,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,11,0,11,..,21,0,19,0,19,..,4,0,4,39,40,539,19,0,25,39,606
UCL321017,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,6,12,0,12,..,45,6,44,0,46,..,4,0,4,37,41,903,45,6,52,36,988
UCL321018,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,16,0,16,0,16,..,0,0,0,46,46,654,16,0,16,46,715
UCL321019,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,6,16,0,16,..,16,9,25,0,27,..,0,0,0,41,43,957,17,9,30,38,1026
UCL321020,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,26,0,26,0,26,..,4,0,4,31,35,804,24,0,24,31,860
UCL321021,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,108,108,655,4,0,4,108,758
UCL321022,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,54,54,618,7,0,7,54,677
UCL321023,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,10,0,11,..,39,3,37,0,43,..,4,0,4,55,59,657,34,3,39,59,754
UCL321024,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,4,0,4,0,4,..,11,0,13,0,13,..,0,0,0,18,23,529,15,0,12,18,560
UCL321025,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,16,0,16,0,16,..,0,0,0,23,23,546,16,0,16,23,582
UCL321026,0,0,0,0,..,5,3,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,23,9,26,0,26,..,0,0,0,18,18,458,23,9,26,18,511
UCL321027,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,22,0,23,0,23,..,3,0,3,50,53,713,23,0,26,50,793
UCL321028,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,20,0,20,0,20,..,0,0,0,160,164,790,21,0,23,160,974
UCL321029,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,23,5,24,0,24,..,0,0,0,53,55,773,26,5,31,53,850
UCL321030,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,3,0,3,0,3,..,11,5,12,0,12,..,0,0,0,20,23,484,6,5,13,20,513
UCL321031,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,24,0,25,0,25,..,6,0,6,77,79,915,26,0,30,77,1021
UCL321032,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,7,0,7,..,21,0,22,0,20,..,105,4,112,0,111,..,9,0,9,106,115,1764,116,4,120,109,1990
UCL321033,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,4,0,4,..,20,0,20,0,20,..,86,4,88,3,91,..,4,0,4,82,86,871,88,4,91,82,1046
UCL321034,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,16,0,16,..,30,5,34,0,34,..,4,0,4,57,61,1032,31,5,32,57,1124
UCL321035,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,47,0,49,0,49,..,4,0,4,93,104,1808,54,0,54,93,1956
UCL321036,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,24,0,25,0,25,..,5,0,5,49,48,998,33,0,27,49,1074
UCL321037,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,22,4,22,0,22,..,3,0,3,76,81,692,30,4,27,76,795
UCL321038,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,26,0,26,0,26,..,0,0,0,43,40,843,28,0,28,43,912
UCL321039,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,15,0,15,..,43,0,47,0,47,..,5,0,5,37,38,908,50,0,51,37,992
UCL321040,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,27,0,30,0,30,..,0,0,0,33,34,597,28,0,30,33,658
UCL321041,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,4,17,5,19,..,37,3,44,5,46,..,10,0,12,97,104,767,42,9,50,99,914
UCL321042,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,4,0,4,34,40,614,15,0,11,34,662
UCL321043,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,29,0,30,0,30,..,4,0,4,23,22,668,32,0,31,23,723
UCL321044,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,9,..,14,0,14,0,14,..,51,3,55,0,53,..,6,0,5,209,216,1723,59,5,60,213,1995
UCL321045,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,6,0,6,..,35,0,37,0,37,..,0,0,0,52,56,987,43,0,40,58,1085
UCL321046,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,7,10,545,5,0,5,7,556
UCL321047,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,17,0,17,0,17,..,0,0,0,37,40,731,19,0,19,37,786
UCL321048,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,17,0,17,0,17,..,0,0,0,54,53,453,17,0,19,54,523
UCL321049,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,49,49,503,4,0,4,49,559
UCL321050,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,23,0,23,0,23,..,0,0,0,93,95,715,21,0,21,93,830
UCL321051,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,62,13,74,8,77,..,80,15,90,6,96,..,6,0,6,118,126,757,84,15,95,127,984
UCL321052,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,472,21,493,29,524,..,488,21,508,29,537,..,7,9,10,50,59,300,493,26,516,81,895
UCL321053,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,228,40,267,6,274,..,238,48,277,6,287,..,14,3,22,42,61,190,247,48,302,50,533
UCL321054,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,50,0,50,4,55,..,0,0,0,38,38,520,51,0,51,43,611
UCL321055,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,27,3,28,0,28,..,5,0,5,100,103,867,34,3,35,100,1004
UCL321056,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,3,23,0,23,..,3,0,8,58,69,666,23,4,29,58,760
UCL321057,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,8,0,14,0,14,..,3,0,3,73,72,651,14,0,13,73,734
UCL321058,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,6,0,6,..,8,0,8,0,13,..,19,8,25,3,29,..,0,0,0,90,92,862,20,8,32,90,980
UCL321059,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,9,0,9,..,59,8,63,0,67,..,3,0,3,46,47,1054,63,8,70,49,1168
UCL321060,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,8,0,7,0,7,..,0,3,4,53,54,623,10,0,14,53,685
UCL321061,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,4,0,4,68,71,594,16,0,16,68,674
UCL321062,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,22,0,23,..,29,0,27,11,41,..,9,0,9,104,115,926,35,0,36,118,1079
UCL321063,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,36,0,32,5,35,..,3,0,3,42,51,883,38,0,34,50,968
UCL321064,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,4,19,0,19,..,0,0,0,99,109,500,18,4,17,99,624
UCL321065,0,0,0,0,..,5,0,4,0,4,..,0,0,0,0,0,..,4,0,6,0,6,..,4,6,9,0,9,..,35,8,41,0,41,..,0,0,0,50,52,1174,37,8,49,50,1272
UCL321066,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,28,0,28,0,28,..,5,0,5,45,45,427,31,0,31,45,504
UCL321067,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,382,10,392,15,403,..,382,10,392,15,403,..,0,0,6,60,65,138,380,11,395,74,606
UCL321068,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,20,0,20,..,48,0,53,0,53,..,0,0,0,41,47,729,49,0,51,41,828
UCL321069,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,5,13,0,13,..,21,9,31,0,33,..,3,0,3,76,77,898,26,9,32,78,1014
UCL321070,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,8,0,8,..,12,0,15,0,15,..,0,0,0,44,46,634,10,0,12,44,696
UCL321071,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,43,10,48,0,48,..,0,0,0,33,33,516,44,10,53,33,597
UCL321072,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,18,0,21,0,21,..,0,0,0,38,41,798,22,0,21,38,860
UCL321073,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,7,0,7,..,42,3,46,3,49,..,0,0,0,83,83,741,42,3,43,87,872
UCL321074,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,10,0,10,..,12,4,18,0,18,..,0,0,0,79,85,730,17,4,24,79,835
UCL321075,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,27,9,36,0,36,..,4,0,10,46,52,1121,32,7,40,46,1209
UCL321076,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,113,6,121,3,128,..,128,7,129,3,136,..,20,0,21,146,166,573,146,7,150,154,883
UCL321077,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,11,0,11,0,11,..,5,0,3,236,245,366,18,0,13,237,618
UCL321078,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,13,0,15,0,18,..,3,0,3,24,27,467,17,0,16,23,507
UCL321079,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,38,0,37,0,37,..,45,0,44,0,51,..,13,0,13,136,148,1119,59,0,62,141,1326
UCL321080,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,6,7,0,7,..,32,6,42,0,42,..,0,0,0,773,774,1595,35,6,43,773,2413
UCL321081,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,14,0,14,..,30,6,32,0,33,..,0,0,0,13,13,480,30,6,32,12,534
UCL321082,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,19,20,569,16,0,16,19,603
UCL321083,0,4,0,4,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,14,0,11,0,11,..,51,5,54,0,54,..,3,0,5,81,83,1429,52,3,57,81,1565
UCL321084,0,0,0,0,..,5,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,8,0,9,..,30,0,34,0,31,..,6,0,6,89,91,653,37,0,35,94,780
UCL321085,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,17,5,18,0,18,..,0,0,0,39,36,519,13,5,17,39,576
UCL321086,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,297,4,300,14,315,..,302,4,307,14,320,..,3,0,5,75,77,210,307,0,310,86,606
UCL321087,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,35,0,36,0,37,..,0,0,0,43,43,516,35,0,36,47,600
UCL321088,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,12,0,12,..,28,6,29,0,29,..,5,0,5,76,78,673,25,6,31,76,786
UCL321089,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,12,..,0,0,0,83,83,425,7,0,7,81,518
UCL321090,0,0,0,0,..,6,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,31,0,29,0,29,..,0,0,0,23,30,766,28,0,27,23,819
UCL321091,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,4,8,0,11,..,14,0,18,0,18,..,9,0,9,85,91,409,18,0,24,85,518
UCL321092,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,8,..,10,0,10,0,11,..,3,0,3,77,83,426,12,0,12,78,516
UCL321093,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,26,26,645,7,0,7,26,673
UCL321094,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,22,0,22,..,0,0,0,11,11,605,22,0,22,11,640
UCL321095,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,41,0,43,0,43,..,4,0,4,81,80,831,49,0,48,81,956
