SED_CODE_2021,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
SED53204,10,27,26,27,43,14,10,173,0,15,9,4,9,3,7,36,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,6,14,44,41,37,51,19,13,214,0,0,0,0,0,3,0,10,0,0,6,0,3,0,0,11,0,0,7,0,6,3,0,17,15,39,40,40,58,25,15,234,0,4,11,6,4,0,0,25,0,3,0,0,0,0,0,6,16,52,51,43,61,27,18,262,39,108,86,63,102,49,43,482,77,149,86,85,82,33,16,520,11,16,8,0,4,0,5,42,3,7,0,6,0,0,0,11,124,275,175,156,185,83,60,1055,5,4,8,3,7,0,3,27,8,18,16,14,11,4,0,72,16,22,20,18,19,7,4,104,138,298,195,171,206,88,62,1162,110,108,50,39,51,24,14,392,4,4,0,0,0,3,4,15,248,404,244,209,261,111,80,1558,49,132,113,95,144,66,49,656
SED53306,14,37,31,29,29,6,5,153,4,16,10,8,7,0,0,46,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,21,53,44,35,42,6,3,214,0,4,0,0,10,0,0,15,0,4,0,0,0,0,0,10,3,6,0,3,12,0,0,23,24,61,46,42,50,6,9,231,17,18,10,10,5,3,4,62,0,0,3,0,0,0,0,3,40,76,60,49,53,11,5,305,31,89,63,54,88,37,15,375,112,228,178,84,91,15,5,709,15,12,5,4,12,4,0,44,0,6,4,3,4,0,0,16,153,330,246,149,194,45,22,1150,11,21,18,13,12,5,3,77,26,36,23,18,15,0,0,115,39,56,36,31,21,5,3,192,196,386,287,177,218,55,24,1343,351,316,144,105,85,21,10,1040,12,4,7,4,5,0,0,22,553,713,436,294,310,69,34,2403,43,125,99,88,117,38,19,530
SED53402,12,22,14,15,26,5,6,104,0,10,5,7,8,0,0,32,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,16,30,20,20,32,12,7,135,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,13,16,33,21,20,35,10,7,151,6,4,10,4,0,4,0,29,0,0,0,0,0,0,0,0,22,42,28,25,36,15,7,178,31,82,54,65,81,37,23,378,41,81,67,55,43,20,15,316,6,5,0,0,0,0,0,18,0,0,0,0,0,5,0,7,82,172,126,116,131,64,38,730,4,14,12,12,5,5,4,53,6,18,7,9,0,0,6,47,7,34,18,15,7,7,9,99,89,210,144,136,137,71,44,827,115,84,41,31,30,12,11,334,5,7,0,0,0,0,0,7,209,301,188,171,166,82,54,1170,46,110,72,78,110,49,28,482
SED53502,14,18,18,26,46,9,5,138,9,12,4,7,15,3,0,46,3,0,3,0,0,0,0,5,0,0,3,0,0,0,0,4,24,29,32,33,58,19,9,195,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,6,3,4,0,3,0,0,0,20,31,39,34,35,58,19,10,216,6,23,11,19,13,0,0,73,0,0,3,0,0,0,0,5,36,59,44,57,72,18,5,291,41,109,91,70,114,41,28,494,99,159,115,78,114,24,6,602,16,3,0,3,3,6,0,38,4,3,4,4,5,4,0,24,155,280,213,159,230,74,39,1157,3,16,11,0,5,6,0,44,13,36,13,5,10,0,0,86,18,54,25,12,15,6,0,124,175,334,241,166,246,77,39,1283,233,195,97,58,52,11,7,659,0,3,7,0,3,0,0,11,413,530,342,223,306,91,49,1950,56,128,116,93,155,50,33,634
SED53602,14,31,31,14,35,9,11,134,3,11,9,6,11,0,4,52,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,13,45,38,27,40,18,12,197,0,0,5,0,3,0,0,11,0,0,4,0,4,0,0,9,0,3,4,0,6,4,0,18,13,44,44,28,46,17,12,212,18,21,15,17,18,9,3,95,4,5,0,0,0,0,0,12,36,72,61,45,71,26,23,321,66,111,75,62,84,50,29,478,95,175,122,87,118,45,19,661,15,5,5,4,11,0,0,34,5,17,11,3,3,0,0,44,182,301,207,160,216,103,45,1210,8,29,12,6,4,5,4,63,25,45,26,13,21,0,5,132,27,74,33,19,29,3,10,203,210,374,245,173,242,103,56,1411,292,283,167,114,111,43,28,1039,4,12,5,0,0,5,0,34,514,667,415,296,355,151,86,2484,81,136,101,78,119,57,41,609
SED53701,6,23,24,17,22,0,0,89,3,9,6,0,8,0,0,27,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,5,11,35,27,18,27,0,0,121,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,16,11,35,34,24,29,0,0,131,8,7,18,11,7,0,0,50,0,0,0,0,0,0,0,0,15,45,48,35,36,0,0,187,14,39,42,39,44,0,4,183,49,87,62,36,43,6,5,277,9,0,5,7,5,0,0,27,0,0,0,0,0,0,0,5,65,131,114,79,96,8,4,493,0,4,7,4,4,0,0,14,8,18,9,12,4,0,0,47,8,16,13,13,4,0,0,60,78,150,121,92,105,8,4,551,128,108,71,43,30,0,0,375,0,7,7,3,0,0,0,19,200,264,201,135,133,3,4,945,21,69,62,55,64,3,4,268
SED53802,10,27,24,22,32,11,12,145,3,3,6,5,11,4,0,43,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,19,37,39,31,41,10,15,192,0,0,0,0,3,0,0,7,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,10,16,37,39,30,51,10,15,200,3,11,9,11,13,3,0,56,0,3,0,0,0,0,0,4,24,46,50,42,63,16,18,258,38,81,79,48,83,52,34,416,72,136,88,64,70,31,15,477,14,3,9,0,3,3,6,29,0,4,3,4,0,0,0,10,119,229,176,117,159,82,56,937,8,10,8,7,8,0,0,35,7,15,12,3,7,4,0,47,14,21,10,8,17,3,0,79,135,248,189,126,171,88,56,1013,162,151,76,49,48,25,16,525,0,4,0,0,0,0,0,9,295,414,268,182,218,111,68,1552,47,113,108,75,113,61,47,558
SED53902,5,29,27,10,23,15,6,115,0,8,7,4,7,6,0,31,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,5,37,28,13,30,19,8,148,0,3,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,10,5,43,28,14,31,24,14,160,4,8,12,4,4,0,5,29,0,5,0,0,0,0,0,4,6,55,41,22,29,24,16,193,25,71,66,49,72,34,41,353,49,85,82,53,58,29,23,384,0,3,0,0,0,0,0,13,5,0,0,0,0,0,0,12,77,162,156,102,134,66,65,765,0,5,6,0,0,3,0,26,3,12,0,5,4,0,3,37,7,17,8,7,11,9,4,64,86,180,162,107,147,72,69,832,70,68,32,28,23,9,4,237,0,7,4,0,0,0,0,12,157,249,199,139,170,84,76,1073,32,97,89,51,91,53,48,471
SED54006,6,29,30,26,35,7,0,135,4,8,12,4,12,0,0,42,6,0,3,0,0,0,0,11,0,5,0,0,0,0,0,3,13,45,35,28,49,7,0,194,0,7,5,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,4,5,0,0,14,20,47,43,34,49,7,0,207,5,21,12,15,14,0,0,73,0,0,0,5,0,0,0,4,29,66,59,50,69,7,0,284,24,65,76,55,75,11,9,317,63,147,108,87,86,7,0,500,6,7,7,9,3,0,0,28,3,3,5,0,3,0,0,19,98,228,192,147,166,24,8,864,4,4,4,3,3,0,0,25,19,31,20,4,5,0,0,78,22,33,28,13,4,4,0,99,122,259,215,155,172,20,10,958,171,166,85,62,47,10,0,533,5,0,0,0,0,0,0,17,298,428,302,219,218,33,10,1505,32,99,104,81,108,16,11,448
SED54104,7,30,18,12,35,18,27,143,0,0,3,4,5,3,3,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,36,24,19,38,20,29,170,0,0,0,0,0,3,0,10,0,0,0,4,0,0,0,3,0,0,0,4,0,3,0,13,10,35,24,22,47,23,28,179,0,4,3,3,3,3,0,24,0,0,0,0,0,0,0,0,13,39,26,21,48,28,36,203,27,58,76,72,94,70,35,420,28,95,66,50,65,29,27,353,8,9,6,4,0,6,0,28,0,0,0,0,3,0,0,7,58,158,148,119,162,104,62,810,0,9,0,10,3,0,0,16,3,8,4,0,11,4,0,31,3,14,5,11,9,4,5,47,58,170,151,133,172,104,67,855,24,34,40,22,28,21,12,184,0,0,0,0,0,0,0,0,90,197,189,147,202,130,81,1037,31,87,97,83,125,89,60,565
SED54203,5,12,9,9,13,0,0,46,4,3,10,3,0,0,0,24,0,0,3,0,3,0,0,5,0,0,0,0,3,0,0,3,13,10,24,13,22,0,0,76,0,0,6,0,4,0,0,15,0,3,0,0,0,0,0,4,5,4,6,0,3,0,0,18,10,14,22,18,25,0,0,96,8,23,8,7,3,0,0,52,0,0,6,0,0,0,0,5,20,37,37,27,30,0,0,147,19,39,32,9,19,0,0,121,15,40,26,11,11,0,0,102,0,3,4,3,0,0,0,14,0,3,0,0,0,0,0,9,35,80,65,23,31,0,0,243,4,5,0,0,0,0,0,11,4,8,7,3,0,0,0,24,7,9,7,7,8,0,0,36,42,91,70,30,38,0,0,275,99,96,64,31,25,0,0,314,4,6,0,0,0,0,0,9,147,197,130,61,60,5,4,596,27,47,43,18,36,0,0,167
SED54304,9,28,23,20,22,16,10,123,0,0,6,3,6,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,29,20,33,16,10,149,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,9,29,28,21,33,16,10,154,0,0,3,3,0,3,0,17,0,0,0,0,0,0,0,0,13,33,30,30,35,19,10,165,38,75,58,51,74,39,22,352,40,89,50,33,37,20,8,283,5,4,4,0,0,0,0,13,0,0,0,0,0,0,3,7,80,175,113,90,113,65,31,653,0,3,0,0,3,0,0,9,5,8,0,0,0,0,0,19,5,12,3,0,4,0,0,28,82,183,111,91,120,65,37,681,46,42,30,35,35,14,10,206,3,0,0,0,0,0,0,0,127,225,135,127,152,83,46,892,46,106,79,68,95,50,29,473
SED54403,29,53,39,22,21,5,0,174,0,9,0,7,6,0,0,20,4,0,5,0,4,0,0,7,6,0,0,0,0,0,0,11,38,61,42,32,27,5,0,209,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,4,3,3,4,7,0,0,0,14,40,64,43,36,27,5,0,224,6,13,21,11,11,0,0,67,0,0,3,0,0,0,0,4,51,84,67,49,40,6,0,293,56,125,87,64,67,8,0,412,38,62,28,25,22,0,0,180,7,3,0,3,10,0,0,21,11,15,3,0,0,0,0,23,106,208,124,94,104,8,0,642,12,12,0,6,7,0,0,31,3,15,0,3,0,0,0,22,12,24,8,11,6,0,0,56,120,233,130,104,111,8,0,700,112,109,56,38,28,4,0,350,5,4,9,0,0,0,0,21,232,346,191,141,139,15,0,1071,84,177,124,86,92,12,0,586
SED54505,14,24,27,24,41,24,9,155,0,4,12,5,14,3,0,36,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,12,38,40,32,52,29,5,209,0,0,0,0,8,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,13,12,38,40,32,60,29,14,218,0,6,14,6,12,0,0,40,0,0,0,0,0,0,0,4,9,45,52,33,71,34,13,259,14,59,77,75,140,60,31,456,31,93,101,76,96,38,18,451,8,8,8,8,4,0,0,32,0,3,0,0,0,0,0,6,55,156,183,157,241,104,50,946,0,3,4,3,3,0,0,15,3,18,5,6,10,0,0,41,3,21,10,9,10,0,0,57,58,175,196,169,256,104,56,1009,43,53,46,43,52,22,23,284,0,3,0,0,0,0,0,5,99,228,242,214,303,122,79,1292,22,85,102,103,181,83,41,618
SED54605,15,32,35,14,38,10,0,137,6,9,10,4,4,0,0,35,0,3,0,4,3,0,0,6,0,0,0,0,0,0,0,3,19,41,48,19,45,11,3,189,6,0,3,0,4,0,0,14,0,0,0,0,0,0,0,0,6,0,3,0,4,0,0,14,26,46,47,22,46,11,3,205,10,20,16,15,15,6,0,79,0,0,0,0,0,0,0,0,36,59,69,41,64,15,6,289,28,65,69,54,75,15,14,320,57,122,92,78,80,15,3,450,4,14,4,3,0,0,0,22,5,9,4,5,0,0,0,20,83,207,168,135,157,33,22,811,5,13,7,9,8,5,0,42,6,21,22,11,3,4,0,64,16,27,25,15,9,6,0,109,103,237,197,151,170,38,24,920,231,185,98,76,65,15,3,680,3,5,3,3,0,0,0,14,339,424,299,231,237,52,26,1603,38,97,101,67,114,20,15,456
SED54701,13,18,19,9,23,0,0,84,0,4,4,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,23,22,17,26,0,3,104,0,3,0,0,6,0,0,15,0,0,0,0,0,0,0,5,0,10,0,0,5,0,0,19,9,29,28,23,30,0,3,127,8,10,12,4,10,0,0,40,8,4,3,3,6,0,0,19,22,44,41,26,47,0,3,191,25,59,54,45,58,3,0,244,50,113,51,43,46,0,0,310,8,7,4,6,0,5,0,26,0,0,0,0,5,0,0,9,81,173,116,91,111,9,0,585,4,11,5,3,0,5,0,37,11,19,4,3,6,0,0,41,10,30,15,4,7,4,0,78,95,204,128,100,120,11,0,664,154,136,68,51,43,3,0,457,8,3,8,0,0,0,0,20,253,349,210,153,170,12,0,1143,31,80,76,56,81,7,3,331
SED54804,10,32,33,23,29,11,15,148,0,7,6,3,5,4,0,28,0,0,4,6,0,0,0,4,0,0,0,0,0,0,0,0,13,41,38,32,38,14,14,183,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,12,13,41,42,35,36,14,13,197,0,6,5,3,4,3,0,15,0,0,0,0,0,0,0,3,13,40,48,34,40,18,14,212,19,87,76,73,91,49,33,427,58,141,89,51,66,37,12,445,11,9,6,4,4,0,0,29,0,0,0,0,0,0,0,3,84,237,170,125,168,83,40,903,4,0,0,0,7,0,0,17,0,6,5,5,5,0,0,25,7,11,7,6,10,0,0,46,87,248,178,129,174,90,42,950,66,78,42,35,39,11,9,286,0,0,0,0,0,0,0,3,154,324,219,165,216,103,56,1239,30,122,108,94,125,54,47,578
SED54905,8,9,19,11,22,17,8,94,0,10,10,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,20,26,17,20,22,10,120,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,6,10,23,27,15,21,22,11,126,5,4,9,0,9,0,0,30,0,0,0,0,0,0,0,0,9,30,36,18,27,22,11,159,29,63,54,47,64,36,29,327,34,64,59,30,43,34,14,285,3,7,0,0,0,0,0,17,0,0,0,3,0,0,0,10,75,133,112,86,106,73,51,634,0,3,6,7,5,4,0,19,5,0,4,4,4,0,0,18,8,7,11,10,5,4,0,41,77,143,122,95,111,74,47,672,50,77,43,29,40,19,18,273,0,3,0,0,0,0,0,11,135,221,170,125,151,90,68,960,34,75,75,62,80,55,40,417
SED55005,7,34,29,26,39,8,6,153,6,16,9,6,5,4,0,51,0,3,3,0,0,0,0,7,5,0,0,0,0,0,0,7,20,53,46,27,47,17,9,218,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,21,58,46,30,48,17,13,230,11,4,13,8,4,0,4,37,3,0,3,4,0,0,0,7,29,62,57,38,53,17,11,273,50,104,90,65,96,43,41,490,72,175,106,85,102,32,27,598,8,10,10,5,5,3,0,44,0,0,5,3,7,3,3,21,137,291,215,159,211,77,67,1156,12,13,6,3,5,0,0,45,14,43,13,14,9,0,0,90,21,59,21,13,14,0,4,134,156,353,232,172,227,85,72,1295,205,181,119,70,55,27,14,662,3,4,8,6,4,0,0,19,369,535,359,250,286,110,84,1981,56,143,123,87,136,56,48,646
SED55102,19,56,47,34,43,8,6,210,0,14,6,3,7,0,0,31,0,5,0,3,4,0,0,11,6,3,0,0,0,0,0,5,26,75,56,41,47,13,6,262,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,13,28,79,56,41,54,13,6,269,15,14,10,4,5,0,3,49,0,0,0,0,0,0,0,0,40,91,70,49,57,10,8,318,59,146,129,80,131,28,23,590,101,215,127,81,73,19,7,630,17,15,6,9,10,0,0,66,3,6,11,4,8,6,0,36,188,387,281,173,219,56,24,1316,7,17,9,0,11,3,0,35,10,20,8,9,9,4,0,60,12,31,23,8,11,4,0,95,199,419,300,178,229,64,24,1414,210,220,135,70,81,16,5,732,0,8,5,0,3,0,0,17,411,640,440,248,314,74,30,2162,80,199,175,118,173,39,19,796
SED55202,20,22,16,24,32,10,13,138,3,12,9,4,3,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,37,35,31,33,15,14,180,5,9,4,0,0,0,0,19,0,6,6,0,4,0,0,9,5,4,5,4,3,0,6,28,28,44,41,32,39,17,18,211,13,17,10,8,8,6,3,49,0,6,3,3,0,0,0,10,36,59,48,41,47,18,16,270,32,97,58,53,86,40,20,385,72,147,104,74,85,21,10,515,13,20,3,0,0,0,0,39,4,8,5,3,5,0,0,28,118,270,169,126,172,65,35,965,6,24,22,8,8,0,0,69,23,39,12,10,14,3,0,106,32,55,30,20,21,3,4,176,153,329,204,150,198,73,41,1139,267,238,113,80,78,31,18,821,12,13,0,3,3,0,6,35,437,573,310,226,279,101,60,1997,53,118,80,77,115,48,33,526
SED55306,8,19,32,30,42,7,0,122,8,11,5,11,12,0,0,44,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,4,11,36,36,42,53,7,0,180,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,5,17,43,38,38,53,7,0,191,5,7,9,10,8,0,0,37,0,4,0,0,0,0,0,9,21,48,51,54,67,6,0,241,8,74,82,76,105,4,0,352,71,200,171,108,110,11,0,676,8,9,5,3,0,0,5,31,0,5,0,0,0,0,0,12,95,286,267,190,223,20,0,1074,0,3,3,0,0,0,0,12,0,3,0,3,0,0,0,14,8,13,3,5,3,0,0,32,98,301,269,191,226,20,0,1109,118,115,46,43,35,0,0,352,0,7,5,0,0,0,0,7,214,416,317,235,261,19,7,1468,19,92,110,100,145,10,0,480
SED55405,12,23,14,16,33,11,15,118,5,6,7,3,0,0,6,33,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,20,32,13,23,36,15,17,157,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,23,35,19,23,41,17,15,167,0,6,9,6,4,0,4,26,5,0,0,0,0,0,0,8,30,42,25,24,48,20,16,201,22,74,54,43,71,45,34,343,49,101,59,50,49,23,21,344,3,9,0,0,0,0,0,15,5,11,0,0,0,0,0,13,83,192,110,90,121,68,50,717,4,5,3,5,3,0,0,27,3,9,8,12,6,0,0,37,9,11,13,12,9,0,0,59,93,209,118,104,132,68,53,778,91,93,62,34,36,23,5,351,7,0,0,0,0,0,0,9,194,299,185,137,169,94,63,1136,39,101,61,61,108,58,42,464
SED55504,13,45,40,25,25,17,3,174,9,15,8,5,18,0,3,55,0,0,0,0,3,0,0,3,0,5,3,0,0,0,0,10,19,66,54,29,48,17,8,245,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,19,71,60,29,48,17,10,260,7,6,17,7,20,0,3,66,0,0,0,0,0,0,0,0,24,82,75,39,67,20,14,321,42,117,112,96,95,37,25,525,95,208,139,91,108,33,11,691,7,14,3,4,5,0,3,41,6,5,6,0,4,5,0,19,155,342,260,192,215,71,44,1279,7,11,11,4,6,3,4,44,19,20,9,10,6,0,0,72,22,31,23,14,12,0,4,112,180,372,286,207,234,72,47,1389,186,182,98,74,65,19,4,621,4,5,0,0,3,0,0,9,370,554,377,279,299,89,48,2022,53,163,151,122,128,50,30,703
SED55605,29,57,47,40,34,12,5,227,8,11,11,8,3,0,0,39,5,0,4,0,7,0,0,10,0,0,0,0,0,0,0,3,37,68,69,48,44,12,5,283,4,4,0,0,3,0,0,14,0,4,0,0,0,0,0,4,8,8,0,0,3,0,0,18,47,75,66,56,44,12,5,300,8,18,16,9,9,3,0,56,0,0,0,0,0,0,0,9,56,93,82,60,53,12,5,368,61,145,130,97,143,42,19,642,129,239,170,144,128,27,18,849,23,17,9,11,3,0,0,66,0,3,0,0,6,5,0,23,215,408,317,250,286,70,34,1572,15,32,15,8,15,4,0,93,11,17,20,15,13,0,0,81,25,51,36,22,24,0,0,173,240,461,350,278,306,70,34,1745,266,295,148,96,95,11,10,933,8,0,3,7,0,0,0,26,516,758,510,380,407,89,46,2707,92,199,176,147,185,54,31,872
