SED_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
SED30052,92,4,0,4,97,9,0,105,1208,193,29,3,1431,25,9,36,1463,101,0,1562,929,202,27,4,1159,13,7,20,1179,51,4,1229,226,40,42,0,305,3,0,3,308,4,3,318,18,4,0,13,30,0,0,0,30,0,0,31,2372,441,94,22,2920,44,12,63,2982,152,0,3142,60,8,0,3,68,13,3,13,85,9,0,89,60,8,3,3,70,10,4,11,84,5,0,87,116,18,3,3,139,17,10,28,167,13,0,177,2485,455,97,19,3060,65,23,85,3149,167,0,3322,703,117,26,13,861,23,6,30,896,145,3,1039,0,0,0,6,17,0,0,0,17,5,9,24,3196,571,125,43,3935,95,31,122,4058,310,15,4386
SED30053,133,7,0,7,136,21,0,157,1940,297,62,13,2308,31,9,38,2344,102,3,2451,2468,524,78,21,3089,26,7,35,3122,107,5,3232,451,89,76,0,623,4,0,4,626,13,0,642,39,9,0,22,73,0,0,0,73,3,6,81,4903,911,211,59,6087,62,19,84,6167,224,17,6408,46,0,0,4,48,11,0,11,59,10,0,69,83,22,0,3,119,12,0,12,126,9,0,138,130,28,0,8,168,20,0,23,193,14,0,210,5034,940,214,68,6252,87,17,106,6356,245,17,6615,853,206,56,12,1129,22,15,40,1167,178,4,1350,17,0,0,6,26,0,0,0,26,0,14,43,5902,1148,270,92,7407,106,34,142,7551,425,32,8011
SED30054,232,5,0,9,241,39,0,277,2966,353,83,7,3412,50,12,63,3472,145,0,3618,3121,437,85,12,3648,45,13,57,3702,110,0,3814,577,75,69,5,725,4,0,4,725,28,0,755,35,0,0,21,64,3,0,3,65,5,0,75,6700,864,237,37,7839,94,26,118,7961,291,10,8263,58,8,3,0,71,6,3,9,79,9,0,86,79,7,0,0,82,4,0,4,88,6,0,89,136,17,3,0,155,7,3,11,166,15,0,181,6833,882,237,37,7994,105,26,133,8130,306,10,8443,1145,148,37,27,1351,31,8,36,1384,146,5,1537,13,0,0,10,20,5,0,5,27,0,7,31,7988,1029,275,75,9368,135,34,171,9540,451,16,10011
SED30055,48,0,0,0,46,0,0,48,1989,145,38,25,2201,15,4,19,2218,62,12,2294,2800,207,77,45,3131,20,0,23,3149,70,3,3228,266,23,53,7,344,0,0,0,347,13,7,364,32,7,0,36,70,0,0,0,71,7,4,88,5090,381,170,106,5747,39,5,45,5792,159,28,5974,12,0,0,3,15,6,0,6,23,9,0,27,64,4,3,4,76,0,0,0,78,0,0,76,80,4,5,5,88,3,0,6,101,9,0,109,5167,382,179,109,5840,43,6,54,5890,164,28,6084,1184,122,68,67,1437,31,6,34,1477,130,0,1613,14,0,0,5,20,0,0,0,20,3,35,60,6366,506,240,183,7298,78,12,87,7385,298,61,7749
SED30056,349,6,4,8,361,36,3,399,3784,428,106,8,4329,93,8,103,4429,169,4,4598,3752,534,97,26,4409,44,6,49,4461,105,9,4571,668,71,75,7,822,3,0,0,828,24,0,852,33,0,0,26,63,0,0,0,63,0,5,66,8247,1039,280,64,9623,139,16,158,9785,294,20,10095,63,12,0,0,74,7,0,8,85,4,0,91,147,12,0,0,159,4,4,6,164,0,0,168,209,22,6,0,231,10,3,20,250,9,0,258,8455,1058,284,64,9856,155,24,175,10033,306,20,10353,1426,152,75,17,1667,22,4,24,1695,159,12,1863,9,0,0,15,30,0,0,0,30,0,15,39,9878,1208,366,103,11558,175,23,198,11756,463,39,12257
SED30057,91,3,0,3,95,19,0,108,1705,248,72,18,2036,32,8,39,2076,153,0,2229,1993,456,58,18,2522,30,18,51,2573,166,9,2754,393,106,57,9,563,14,9,22,580,44,0,624,16,0,0,29,48,0,0,0,51,13,3,70,4105,812,189,67,5175,74,32,106,5277,373,12,5666,51,9,0,5,62,15,3,20,82,13,0,91,99,32,11,6,138,17,0,17,157,17,0,169,150,38,12,6,207,27,3,32,237,25,0,264,4256,850,200,75,5376,100,34,136,5514,406,12,5933,1446,325,102,51,1924,87,34,129,2050,532,16,2599,14,0,0,15,33,0,0,0,33,10,62,102,5717,1172,303,144,7335,191,68,264,7600,941,95,8638
SED30058,292,17,3,22,313,36,0,345,2990,395,112,12,3508,62,12,73,3585,146,6,3735,3168,439,90,17,3717,41,17,59,3774,116,4,3894,680,80,111,0,873,3,0,3,876,15,0,892,20,0,0,22,41,11,0,11,48,3,5,53,6853,921,307,46,8135,111,38,149,8283,286,13,8575,77,19,0,0,97,7,0,10,111,6,0,111,98,26,0,0,123,5,0,5,127,13,0,142,183,44,0,0,221,12,0,14,241,18,0,257,7032,961,311,46,8357,125,40,164,8523,299,13,8830,1309,217,76,24,1625,35,8,41,1664,229,0,1899,13,0,0,20,37,0,0,0,37,0,18,51,8356,1180,389,97,10016,167,42,209,10219,533,33,10784
SED30059,195,0,0,4,201,34,3,234,2762,374,77,27,3238,46,14,60,3301,181,3,3488,3697,610,146,23,4477,33,11,46,4525,172,4,4704,576,78,88,3,739,4,0,6,746,25,0,773,26,4,0,65,102,4,0,4,102,11,5,120,7061,1066,303,121,8558,95,25,116,8672,393,12,9084,56,4,0,0,61,19,0,19,78,0,0,78,87,27,3,3,119,13,0,13,126,13,0,141,140,33,3,3,174,26,0,28,201,13,0,221,7200,1096,311,126,8730,124,26,146,8882,411,12,9299,1241,252,75,53,1616,46,9,51,1670,226,9,1902,5,4,0,11,19,0,0,0,19,0,35,46,8449,1353,382,186,10370,163,33,199,10570,636,52,11249
SED30060,69,0,0,0,69,8,0,80,2372,271,68,13,2730,33,7,39,2769,225,0,2995,2479,495,61,23,3062,39,10,48,3113,205,3,3320,314,71,68,0,453,5,0,5,455,25,0,481,26,9,4,17,45,0,0,0,45,5,3,62,5188,842,203,52,6288,71,26,98,6389,462,17,6858,25,0,0,7,39,36,3,35,72,12,0,82,92,22,3,0,122,20,30,44,165,12,0,182,125,23,10,7,157,55,29,79,235,26,0,266,5310,872,209,55,6448,120,53,179,6625,485,17,7123,1084,284,65,54,1485,79,13,96,1582,452,3,2035,4,0,0,7,19,0,0,0,19,0,36,49,6395,1156,276,117,7949,205,71,277,8224,935,53,9206
SED30061,110,0,3,7,114,13,0,130,2136,250,42,14,2443,27,12,36,2477,156,10,2640,2028,321,37,14,2395,13,12,28,2425,87,7,2522,235,32,31,7,302,4,0,4,307,10,0,320,27,0,0,22,50,0,0,0,50,10,5,68,4424,606,109,53,5195,43,22,68,5260,267,20,5545,47,7,0,4,56,11,0,11,68,25,0,88,46,0,0,0,48,16,12,29,75,10,0,85,90,15,0,4,104,21,12,39,146,27,0,177,4511,618,108,60,5299,69,38,108,5406,296,18,5722,868,151,30,21,1073,32,10,42,1115,232,5,1348,17,0,8,6,23,0,0,0,23,0,12,38,5396,774,148,81,6396,99,50,151,6547,524,38,7112
SED30062,132,0,0,0,136,8,0,146,3138,414,83,19,3655,83,8,94,3755,191,16,3955,3528,601,102,23,4254,47,18,70,4323,182,3,4505,768,94,80,0,947,19,3,22,971,35,0,1006,38,7,0,46,90,0,0,0,93,10,11,113,7477,1118,272,87,8951,159,34,186,9139,412,25,9582,105,28,0,4,138,15,3,16,157,3,0,158,183,28,11,13,232,8,0,8,243,22,3,267,290,57,8,12,376,22,3,25,400,27,3,429,7757,1177,280,105,9320,178,34,215,9540,437,30,10009,2169,339,136,45,2687,75,11,87,2774,334,16,3119,15,0,0,15,37,0,0,0,34,4,39,72,9948,1517,419,161,12041,257,49,309,12348,779,85,13206
SED30063,30,0,0,0,30,4,0,34,1489,134,41,4,1666,17,3,24,1685,134,0,1824,1688,288,71,37,2082,31,12,45,2121,145,4,2279,210,32,43,3,293,0,0,0,293,20,0,308,13,5,0,46,60,0,0,0,60,10,5,76,3406,456,148,88,4099,51,15,68,4169,308,8,4481,13,10,0,0,26,11,0,13,38,18,0,54,53,4,0,0,61,4,4,4,68,0,0,67,68,15,0,6,89,9,3,22,101,19,0,124,3471,469,148,97,4186,65,19,84,4271,322,8,4603,866,205,83,47,1194,71,24,92,1289,559,5,1858,6,0,0,7,15,0,0,0,15,3,19,36,4340,679,227,148,5394,131,47,175,5572,889,35,6495
SED30064,70,0,0,0,74,16,0,85,1406,303,66,4,1778,13,10,21,1798,118,5,1924,2340,523,138,30,3025,12,5,24,3048,182,3,3237,381,104,65,5,547,4,3,8,560,17,0,581,36,5,0,46,82,0,0,0,86,0,7,99,4157,931,261,85,5440,30,21,57,5491,321,16,5833,15,5,0,0,18,5,0,5,22,4,0,26,64,34,5,4,98,3,0,6,105,10,0,113,74,36,5,4,117,9,0,11,121,16,0,141,4233,968,267,88,5555,34,25,59,5620,331,16,5971,1042,191,77,36,1350,36,6,39,1390,217,9,1615,20,8,0,14,34,0,0,0,34,0,19,60,5300,1167,338,136,6943,73,25,103,7043,557,46,7644
SED30065,98,4,0,4,97,10,0,110,2210,363,96,0,2672,31,12,38,2709,135,3,2850,3426,724,133,29,4320,23,11,33,4358,150,9,4511,567,101,120,4,790,15,0,15,808,36,0,835,48,0,0,68,122,6,0,6,126,5,12,139,6252,1196,348,109,7908,70,26,87,7996,322,23,8342,43,14,0,0,55,9,0,9,61,10,0,74,105,11,5,0,133,4,4,8,138,11,0,152,150,23,5,0,182,17,4,22,202,16,0,220,6400,1219,360,111,8091,83,28,110,8205,336,23,8564,1197,194,63,32,1485,26,8,34,1523,227,0,1752,11,0,0,12,23,0,0,0,23,4,24,54,7607,1420,425,152,9604,106,37,143,9749,566,49,10366
SED30066,52,0,0,0,52,8,0,64,1344,280,66,5,1693,23,7,33,1728,123,3,1856,1933,615,78,30,2656,26,24,47,2705,149,5,2854,252,70,87,5,408,8,0,8,414,17,0,431,27,7,6,26,70,0,0,0,70,0,0,76,3559,971,236,61,4826,56,27,86,4910,298,4,5215,21,4,0,0,27,11,0,11,37,4,0,44,53,19,6,0,78,8,0,8,83,8,0,95,72,20,6,0,103,15,0,15,119,16,0,139,3631,994,241,61,4930,72,27,100,5033,316,4,5355,716,175,61,35,991,14,10,19,1011,191,7,1212,4,0,0,5,9,0,0,0,12,0,23,37,4350,1169,309,105,5932,86,34,123,6058,507,38,6595
SED30067,139,7,0,12,151,19,0,167,2508,391,87,20,3011,44,14,54,3067,140,0,3208,2648,363,76,9,3099,31,13,45,3138,91,3,3230,604,68,57,4,740,12,0,11,744,32,0,779,25,3,0,10,44,0,0,0,42,9,0,49,5790,837,219,47,6888,90,27,109,7000,267,3,7269,54,13,9,6,74,13,0,13,82,6,0,88,87,15,0,0,103,4,0,4,110,3,0,113,142,26,9,3,178,18,0,18,191,13,0,201,5929,859,228,51,7068,106,27,127,7192,280,3,7472,1109,216,41,11,1381,30,17,41,1421,189,0,1611,5,0,0,17,20,0,0,0,20,0,16,36,7043,1077,263,80,8461,132,35,166,8630,469,23,9123
SED30068,208,7,0,7,219,18,0,234,2318,237,64,9,2633,23,11,34,2665,128,0,2794,2427,338,45,12,2824,19,4,21,2851,100,5,2955,331,53,59,0,442,0,0,0,442,3,0,446,32,3,0,32,64,0,0,0,64,4,0,72,5109,631,171,57,5962,44,15,55,6019,244,7,6267,30,7,3,0,42,7,0,7,51,4,0,59,64,11,3,0,79,0,0,0,79,3,0,83,96,22,8,0,120,7,0,7,130,11,0,137,5197,648,175,57,6084,49,15,63,6148,252,7,6411,814,133,48,8,1005,39,8,36,1044,117,0,1163,15,0,0,0,24,0,0,0,24,0,3,25,6026,786,225,65,7112,87,16,104,7210,369,13,7594
SED30069,212,3,3,4,222,20,0,239,3126,359,106,18,3603,55,19,70,3671,243,4,3911,3396,456,121,19,3995,40,12,50,4040,140,0,4185,655,94,97,0,850,12,0,12,863,29,4,898,30,4,0,47,84,6,0,6,87,0,10,94,7205,914,322,79,8530,109,29,135,8659,415,18,9089,67,12,6,0,87,4,0,6,87,17,0,107,109,19,0,4,132,3,3,9,138,10,0,144,183,27,10,4,221,3,3,9,225,25,0,249,7387,942,329,79,8742,113,31,143,8887,440,18,9340,1432,227,68,26,1753,24,11,34,1782,216,0,2011,7,0,0,11,13,0,0,0,13,3,21,39,8816,1170,402,113,10506,137,39,181,10685,664,41,11387
SED30070,59,5,0,0,58,10,0,74,1237,181,48,4,1476,32,3,31,1504,108,0,1618,1611,298,74,21,2003,32,9,42,2038,120,4,2165,352,49,79,11,491,0,0,0,493,37,0,530,22,0,4,25,49,0,0,0,54,8,9,61,3226,530,206,57,4021,59,10,75,4092,274,9,4381,34,6,4,0,40,4,0,4,48,3,0,50,54,9,0,0,67,0,4,3,67,10,0,85,91,11,7,0,107,8,4,8,118,18,0,133,3313,543,212,64,4128,67,15,85,4207,290,9,4511,883,169,75,40,1163,35,4,44,1207,301,7,1517,5,0,0,9,10,0,0,0,10,7,30,51,4194,707,286,106,5299,107,21,126,5425,602,52,6079
SED30071,86,3,0,3,90,11,0,102,1639,199,58,10,1903,23,20,43,1948,122,3,2070,1723,278,90,19,2109,12,10,21,2127,90,5,2222,371,43,56,0,476,7,0,8,480,17,0,496,34,0,3,18,53,0,0,0,53,5,10,65,3766,521,204,41,4539,39,32,68,4606,233,17,4852,38,16,0,4,58,8,0,8,68,7,0,67,95,8,0,0,109,0,8,8,114,0,0,114,136,23,0,4,164,13,8,14,176,7,0,182,3899,547,206,47,4702,45,33,83,4783,234,17,5037,816,141,61,18,1035,46,7,50,1088,198,7,1290,7,0,0,19,28,0,0,0,28,0,9,33,4720,691,267,81,5762,93,40,132,5893,431,32,6360
SED30072,143,0,0,0,143,18,0,164,2353,250,85,15,2704,37,12,45,2752,146,4,2897,2622,345,97,14,3070,20,0,20,3093,105,9,3206,487,87,77,0,652,5,0,9,655,16,0,673,37,10,4,43,92,0,0,0,91,7,8,105,5503,688,263,74,6521,60,14,72,6593,274,21,6880,33,9,0,0,49,5,0,5,46,6,0,59,93,16,5,3,114,11,4,16,131,5,0,139,125,27,10,3,160,19,4,19,183,11,0,195,5623,709,269,78,6678,78,22,96,6774,285,21,7081,1066,179,48,46,1329,35,7,42,1375,202,5,1578,12,3,0,4,18,0,0,0,18,0,27,50,6701,888,314,129,8027,110,31,136,8167,488,53,8702
SED30073,44,0,0,0,42,4,0,45,1967,209,71,30,2278,16,6,24,2301,109,5,2415,2182,205,80,21,2493,53,3,55,2545,109,7,2659,271,36,46,3,347,7,0,7,360,5,0,366,32,0,0,45,75,5,0,5,82,6,15,106,4460,448,202,96,5195,78,11,91,5285,231,26,5551,42,4,0,0,43,10,4,13,57,10,0,67,63,18,0,7,88,7,3,7,95,6,0,98,105,17,0,7,130,17,3,19,148,19,0,169,4559,471,202,98,5323,99,17,115,5443,252,26,5717,1009,221,52,52,1342,29,5,41,1381,209,8,1597,4,0,0,6,11,0,0,0,11,0,23,31,5576,687,251,162,6682,130,22,151,6829,460,54,7345
SED30074,187,4,0,4,189,26,0,217,2681,395,80,16,3183,34,12,45,3228,187,6,3426,2945,500,78,16,3549,33,9,44,3597,155,5,3756,525,95,85,9,712,14,3,21,731,31,0,766,22,7,0,35,63,0,0,0,63,9,11,76,6175,1005,244,79,7502,81,24,110,7607,386,23,8017,58,4,4,5,61,11,0,15,75,6,0,83,85,16,7,0,100,16,0,16,122,6,0,130,140,19,7,5,168,26,0,29,193,12,0,210,6311,1022,257,81,7671,102,31,134,7803,399,23,8223,1192,233,60,18,1509,31,10,40,1542,202,10,1753,3,0,0,16,25,0,0,0,25,0,15,38,7504,1254,318,119,9199,136,39,171,9368,598,49,10015
SED30075,87,5,0,5,87,12,0,106,2152,264,68,14,2488,33,3,34,2516,152,10,2675,2525,375,99,41,3044,17,12,34,3074,122,0,3197,439,79,58,6,589,6,0,6,590,47,0,635,40,9,9,60,113,3,0,3,117,0,4,126,5157,725,231,125,6232,58,13,71,6303,313,16,6630,36,11,4,0,47,14,3,19,68,7,0,74,65,4,0,0,69,0,0,0,70,8,0,80,100,18,4,0,126,20,3,17,140,14,0,159,5261,741,234,125,6352,70,15,86,6442,327,16,6785,1286,232,79,45,1643,52,15,66,1706,356,4,2067,13,0,0,8,27,5,0,5,32,0,36,64,6558,979,313,173,8021,126,30,160,8176,685,57,8923
SED30076,157,0,0,0,157,22,0,181,1828,230,51,5,2114,53,15,69,2179,134,0,2315,1445,292,36,4,1773,10,13,18,1789,60,8,1858,299,41,64,0,406,4,0,10,417,12,0,425,16,4,0,8,30,0,0,0,30,12,0,42,3597,561,148,13,4323,72,22,100,4418,218,8,4643,60,14,0,0,78,11,0,11,92,0,0,96,86,12,0,5,100,6,4,14,104,15,0,119,141,29,0,5,175,18,4,26,197,10,0,216,3736,593,148,21,4500,92,31,123,4617,234,8,4861,827,140,33,12,1012,38,7,47,1054,179,4,1240,3,0,0,8,9,0,0,0,9,0,3,14,4568,733,185,34,5516,129,38,167,5683,414,15,6115
SED30077,17,0,0,0,17,4,0,22,1507,154,25,5,1692,7,10,14,1705,97,7,1810,2313,333,30,21,2694,13,7,20,2719,121,9,2847,211,49,35,4,301,0,0,0,306,7,0,316,19,5,0,41,66,0,0,0,66,9,3,76,4056,540,93,69,4751,24,17,38,4794,236,15,5045,28,0,0,0,31,9,0,9,37,4,0,43,42,5,3,3,56,0,7,8,61,4,0,66,71,12,3,3,85,12,7,12,99,10,0,106,4121,551,97,71,4838,34,20,50,4894,251,15,5152,953,200,47,24,1230,26,33,61,1292,270,9,1571,13,5,4,5,34,0,0,0,34,0,16,52,5088,754,153,104,6102,65,57,116,6220,522,40,6780
SED30078,128,6,6,7,133,21,0,149,1490,323,63,5,1878,39,13,55,1934,150,3,2091,1882,436,51,10,2380,55,9,65,2443,135,0,2581,362,78,78,0,519,4,4,9,527,45,0,570,26,11,0,25,66,4,0,4,67,5,3,71,3753,850,201,49,4849,98,32,129,4977,332,9,5315,48,10,0,4,67,13,0,11,80,3,0,88,61,21,3,5,90,11,4,15,102,22,0,121,112,31,3,10,155,24,4,30,186,23,0,212,3866,879,201,59,5002,124,38,160,5163,361,9,5527,841,240,72,21,1173,48,19,67,1242,290,13,1546,6,0,0,8,19,0,0,0,19,8,25,55,4711,1115,276,88,6195,176,55,227,6426,655,44,7124
SED30079,226,4,0,9,227,19,0,248,3054,333,90,6,3483,44,17,62,3548,170,3,3723,3317,473,106,24,3916,31,8,36,3950,103,15,4067,613,82,75,3,776,0,3,3,780,12,0,793,34,3,0,24,67,0,0,0,67,4,8,74,7021,890,267,60,8244,76,22,104,8346,286,29,8660,43,16,0,0,57,16,3,18,78,5,0,84,117,31,0,0,147,3,0,3,147,5,5,152,155,46,0,0,203,15,3,17,226,11,5,235,7181,940,268,60,8447,99,24,121,8563,305,32,8895,1424,248,72,41,1786,30,7,36,1825,173,0,1993,4,0,4,14,21,0,0,0,21,4,22,48,8605,1188,349,117,10253,127,33,162,10413,473,57,10946
SED30080,182,0,0,4,183,31,0,215,2899,355,85,4,3342,72,6,82,3422,160,8,3598,3024,393,76,9,3506,32,3,38,3544,96,0,3641,598,82,90,8,779,0,0,0,780,19,0,794,19,0,0,15,40,0,0,0,39,3,0,42,6546,835,252,33,7666,112,11,121,7785,274,8,8069,56,6,0,0,65,9,0,9,70,15,0,87,81,13,0,0,93,10,3,12,111,0,0,111,145,17,0,0,161,16,3,18,180,15,0,192,6688,849,252,35,7828,124,18,141,7970,291,8,8267,1056,182,53,29,1327,42,10,51,1373,173,6,1555,8,0,0,6,12,0,0,0,12,4,16,30,7757,1032,303,75,9169,171,28,198,9363,460,25,9850
SED30081,346,9,9,18,363,58,0,423,2687,428,62,22,3198,59,11,71,3267,216,6,3487,2778,815,81,18,3698,56,15,76,3774,200,9,3977,384,86,67,5,538,12,0,15,551,44,0,600,32,7,0,47,87,0,0,0,87,15,6,106,5885,1335,212,91,7521,128,29,156,7679,480,21,8175,117,27,11,3,154,31,3,37,188,16,0,203,151,44,3,4,203,13,13,27,230,14,0,243,270,71,17,9,356,48,12,58,416,31,0,453,6153,1410,225,95,7882,173,44,214,8101,509,21,8630,2140,539,101,66,2846,118,39,160,3000,606,18,3625,15,9,0,36,57,4,0,4,58,7,52,114,8311,1945,326,198,10786,293,85,380,11166,1116,87,12368
SED30082,130,3,0,7,134,15,0,156,1265,157,37,8,1470,25,3,31,1498,97,12,1600,1430,398,65,7,1906,32,4,42,1943,88,3,2037,210,67,38,0,319,0,8,7,324,10,3,334,26,11,0,30,70,0,0,0,70,5,0,69,2936,637,140,54,3763,63,14,76,3839,194,13,4049,28,12,3,0,49,11,0,11,64,4,0,66,55,20,6,0,82,7,4,9,92,10,0,104,88,33,8,0,133,17,4,22,150,17,0,168,3022,667,150,56,3892,82,16,99,3993,209,12,4212,720,237,49,16,1025,24,8,32,1060,241,0,1298,5,0,0,13,23,0,0,0,23,7,15,36,3749,904,200,85,4939,105,23,130,5071,454,29,5552
SED30083,183,4,3,9,193,20,0,214,3143,388,90,19,3641,36,19,58,3697,203,4,3902,3432,626,104,38,4204,45,8,51,4256,162,5,4422,677,88,97,15,874,6,3,8,885,49,0,938,65,7,0,56,125,3,0,6,130,0,6,137,7326,1102,292,129,8843,90,34,123,8966,412,21,9398,77,18,7,8,103,15,0,16,123,7,0,130,152,23,5,7,189,9,0,9,195,7,0,202,231,36,10,7,288,27,0,33,317,17,0,338,7554,1142,302,138,9129,120,34,152,9284,432,21,9735,1517,311,109,36,1970,60,13,82,2047,247,8,2302,3,3,0,17,29,0,0,0,25,0,41,67,9075,1456,405,189,11127,182,50,233,11360,685,66,12099
SED30084,68,0,0,0,66,5,0,76,2422,303,39,34,2789,44,3,52,2841,188,0,3027,2007,243,50,10,2303,31,10,44,2352,145,0,2497,253,46,40,0,343,12,0,12,353,20,0,377,18,5,0,18,47,0,0,0,47,3,3,53,4699,599,131,59,5486,89,18,100,5584,359,3,5952,42,0,0,0,45,5,4,15,64,10,0,72,65,17,0,6,82,5,10,20,101,11,9,121,104,17,6,6,130,15,16,33,160,23,9,189,4801,612,133,64,5614,102,28,136,5748,378,11,6143,938,226,49,49,1252,75,28,101,1351,354,10,1713,4,0,0,4,6,0,0,0,6,5,14,21,5743,838,178,109,6868,179,56,238,7105,737,31,7875
SED30085,243,3,0,9,250,68,0,322,2188,347,60,6,2592,49,11,59,2655,168,5,2828,2190,589,72,15,2862,36,18,52,2920,131,4,3051,401,88,85,13,591,3,0,3,594,12,0,609,36,8,0,35,88,0,0,0,86,5,4,101,4819,1030,211,71,6133,93,29,121,6257,319,15,6588,67,15,0,5,86,13,0,13,99,11,0,111,123,38,0,0,159,25,6,31,191,13,3,206,193,53,0,5,247,34,6,46,287,22,3,315,5008,1086,211,77,6375,128,41,165,6545,344,17,6907,1216,370,73,29,1683,58,13,67,1753,428,0,2184,17,6,0,26,45,0,0,0,45,8,29,75,6239,1458,286,120,8106,183,51,235,8343,777,46,9162
