SED_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
SED54605,12,96,8,41,14,0,5,6,5,176,8,43,0,4,4,0,0,0,0,69,110,711,42,165,144,45,7,42,8,1276,0,5,0,6,0,0,0,0,0,13,33,83,21,75,86,15,9,24,4,341,59,95,54,237,181,51,16,26,8,725,98,97,214,674,331,152,61,120,24,1770,13,5,25,60,49,40,6,33,0,232,13,8,14,60,56,20,5,15,3,195,3,14,3,18,14,12,0,5,0,58,11,25,4,56,34,17,0,20,20,197,409,1353,385,1409,938,361,109,287,72,5326,0,11,0,0,0,0,0,0,0,16,3,53,0,0,3,4,0,0,0,67,93,220,15,20,35,6,9,5,4,402,0,12,0,0,3,0,0,0,0,22,19,131,11,49,23,0,5,4,5,247,17,57,4,4,4,0,0,0,0,90,253,1066,120,232,182,71,35,71,18,2042,0,7,3,6,0,0,0,0,0,16
SED54701,36,97,3,23,16,3,3,3,0,183,5,26,0,0,4,0,3,0,0,38,309,822,34,90,162,35,17,65,13,1545,0,0,0,4,0,0,5,0,0,10,98,73,20,50,48,20,5,8,0,314,110,62,22,151,131,23,14,45,4,569,168,63,168,385,326,108,45,124,20,1399,31,12,15,42,63,28,10,36,8,244,34,7,11,34,50,12,4,15,0,169,9,8,0,8,7,4,0,6,5,47,43,16,13,25,37,18,3,47,17,213,892,1287,288,814,856,253,109,365,71,4926,0,10,0,0,0,0,0,0,0,10,19,21,0,3,3,0,0,0,0,44,63,112,9,9,18,0,0,11,0,226,4,14,0,0,0,0,0,0,0,21,52,123,4,21,19,3,3,7,0,236,16,28,0,0,5,0,4,0,0,54,628,1105,72,116,184,48,53,130,24,2355,0,0,0,6,0,0,5,3,0,12
SED54804,49,353,4,41,49,7,0,5,3,511,26,132,4,13,10,0,0,0,0,184,630,2644,83,381,541,155,27,82,45,4590,0,0,0,3,6,6,0,0,0,19,68,168,34,112,132,45,3,14,0,583,124,162,49,227,245,74,10,31,10,944,108,113,177,328,277,104,33,47,13,1215,9,5,10,31,47,29,3,5,0,146,30,25,13,66,91,20,0,3,0,249,10,36,0,12,18,9,0,5,3,99,16,38,7,35,33,20,0,8,42,203,1301,4557,423,1327,1561,492,92,226,133,10101,23,44,0,0,0,0,0,0,0,70,45,273,4,8,12,3,0,0,5,353,432,1254,48,89,146,43,13,22,15,2063,27,60,0,3,8,4,0,0,0,100,110,525,17,53,62,12,4,10,7,794,51,160,10,22,13,4,0,0,0,264,1417,4566,299,542,760,292,97,185,83,8246,0,0,0,8,6,3,7,0,0,27
SED54905,71,313,8,39,43,7,0,0,3,490,28,74,3,3,11,6,0,0,0,125,474,2432,104,353,522,154,21,82,35,4167,0,0,0,4,6,0,0,3,0,8,63,132,34,77,107,34,4,12,5,475,79,84,38,178,172,57,8,26,7,659,64,57,118,262,245,80,11,48,12,897,8,10,8,37,43,16,0,9,0,118,10,19,6,28,53,17,0,10,0,141,9,16,3,17,25,6,0,3,0,86,15,42,10,25,25,13,4,3,14,151,1040,4244,362,1077,1400,427,57,212,98,8914,10,50,0,5,0,0,0,0,0,69,59,599,11,5,18,4,3,3,3,693,538,1472,55,88,195,65,28,46,26,2509,16,67,5,4,12,0,0,0,0,107,155,490,19,43,57,17,0,3,6,796,50,108,5,8,18,5,0,4,0,190,1243,4541,331,540,775,299,128,188,89,8126,4,0,0,3,6,0,0,4,0,12
SED55005,33,106,0,55,27,9,0,4,0,230,6,58,0,5,12,3,0,0,0,83,228,1423,104,347,375,124,28,112,31,2780,0,0,0,5,0,0,0,5,0,16,48,98,33,78,98,27,6,25,7,423,86,115,53,315,229,77,14,42,6,934,119,87,196,597,418,160,47,102,13,1742,12,8,20,48,65,57,10,32,3,254,19,17,15,64,70,36,5,19,7,261,9,12,9,27,27,6,7,4,0,100,18,32,13,40,37,18,3,11,31,205,664,2419,478,1694,1489,567,120,377,110,7915,8,14,0,0,0,0,0,0,0,30,18,195,10,9,3,4,4,0,6,252,244,787,82,131,188,65,54,54,14,1614,12,49,3,8,6,4,0,0,3,84,55,176,16,55,38,12,3,10,0,369,20,69,0,10,12,3,3,0,0,123,562,2476,364,466,561,216,200,204,67,5132,10,0,5,7,0,0,0,0,0,26
SED55102,40,130,5,52,21,6,4,3,0,264,19,52,0,7,8,0,0,0,0,79,188,1024,50,217,252,90,23,51,17,1910,3,0,0,5,8,0,0,0,0,21,75,116,27,103,137,33,3,16,4,516,121,125,63,326,244,88,15,41,9,1039,178,136,304,708,561,221,69,119,27,2323,25,13,15,53,91,59,9,52,0,315,34,19,14,79,92,34,15,33,3,323,0,23,6,12,25,11,0,9,0,97,14,20,9,44,54,26,11,18,28,222,756,1927,514,1650,1530,581,147,353,102,7555,4,13,0,0,0,0,0,0,0,23,16,60,4,0,4,0,0,0,0,84,130,340,21,59,53,25,17,15,10,672,10,11,3,8,4,0,0,0,0,45,66,181,14,61,25,11,8,7,0,359,28,59,4,18,7,3,0,0,0,117,443,1508,154,291,339,116,94,93,31,3070,3,0,0,5,8,0,4,0,0,25
SED55202,10,91,3,37,19,4,0,3,0,179,5,35,0,0,9,0,0,4,0,59,99,819,89,287,301,109,30,113,23,1879,0,0,0,4,0,0,0,0,0,13,26,85,25,74,80,28,9,28,0,354,61,79,57,304,172,66,15,48,3,812,89,94,196,629,314,138,54,133,19,1661,5,6,6,46,51,69,11,43,4,249,9,13,17,69,63,23,7,29,3,226,6,19,6,16,13,12,4,9,0,78,16,11,5,52,31,17,3,27,23,181,381,1485,430,1592,1117,484,141,469,88,6195,0,10,3,0,0,0,0,0,0,11,18,78,5,4,4,0,6,0,0,112,114,370,60,98,106,50,39,50,12,905,10,16,6,4,7,0,0,0,0,36,17,147,5,49,28,3,8,3,0,261,8,55,0,3,7,0,0,4,0,84,261,1380,323,413,446,158,192,205,42,3409,3,0,4,8,0,0,4,4,0,22
SED55306,40,205,13,44,29,5,3,13,0,338,8,51,0,6,3,0,0,0,0,62,292,1223,74,208,231,87,5,88,20,2237,0,0,0,5,0,0,0,0,0,4,77,154,25,92,107,53,5,37,5,553,115,90,64,232,172,72,12,43,6,808,164,85,259,573,411,198,50,189,15,1942,15,6,19,57,58,66,6,45,3,277,31,16,11,82,56,38,10,36,0,282,13,24,3,7,19,5,0,5,0,82,18,23,12,57,39,43,10,20,21,226,827,2108,484,1371,1151,582,96,491,74,7180,4,11,0,0,4,0,0,0,0,22,16,72,0,0,0,0,0,6,0,95,111,282,10,28,24,18,3,11,4,489,5,20,0,0,0,0,0,0,0,34,67,273,12,53,35,5,4,15,0,465,17,64,0,7,3,4,0,0,0,103,585,1836,185,279,274,120,35,173,37,3521,0,4,6,5,0,0,0,0,0,12
SED55405,54,253,11,54,45,14,0,4,5,439,16,89,3,4,14,7,0,5,0,133,409,2112,162,512,507,177,45,185,42,4147,0,0,0,8,0,0,0,0,0,16,41,126,40,87,73,29,11,33,8,446,108,125,90,310,197,81,8,71,14,997,100,96,183,392,271,113,44,76,12,1287,20,3,9,47,58,45,12,23,0,212,12,12,11,47,50,11,4,15,0,168,5,21,9,16,19,0,0,3,3,80,9,16,9,40,30,8,0,23,24,168,970,3777,574,1660,1416,546,128,545,124,9739,11,33,4,3,5,0,0,0,0,56,54,440,11,6,16,4,7,13,0,558,388,1383,107,205,230,105,119,194,41,2769,11,46,3,6,0,0,0,5,0,76,103,412,15,64,58,19,7,20,0,713,43,126,7,6,19,9,3,3,3,224,993,3975,504,784,798,347,265,434,98,8194,0,0,7,9,0,3,0,3,0,28
SED55504,28,125,6,62,30,4,0,0,0,261,12,66,0,5,5,0,0,0,0,92,220,1375,84,266,336,119,15,67,21,2499,4,5,0,9,0,3,0,0,0,20,66,123,31,117,142,31,5,20,3,537,139,174,69,394,266,89,21,38,14,1204,141,134,280,721,524,197,50,135,22,2208,17,3,15,57,81,56,11,38,0,283,20,21,11,78,111,44,0,24,4,318,4,10,9,18,34,13,5,8,0,98,19,33,9,49,43,27,7,29,39,260,735,2365,527,1831,1626,597,112,366,122,8277,3,21,0,3,0,0,0,0,0,31,10,73,0,3,4,0,0,0,0,93,130,382,36,53,75,27,30,26,12,768,4,37,3,0,0,0,0,3,0,55,54,178,14,70,33,6,3,0,0,367,19,89,0,13,12,5,3,0,0,141,505,2029,227,367,433,188,107,132,35,4031,4,3,0,9,0,3,0,0,0,20
SED55605,28,133,5,67,14,4,0,3,6,250,12,56,0,7,5,0,0,0,0,76,165,1097,49,151,196,68,14,32,12,1787,0,0,0,4,5,0,0,0,0,10,47,106,25,117,97,34,5,21,9,456,120,132,66,368,219,93,19,40,17,1068,177,173,357,972,495,238,66,159,21,2664,23,10,21,63,86,78,11,39,0,322,26,21,14,99,73,39,11,23,0,302,5,19,3,15,10,11,0,6,3,80,8,20,6,54,44,25,6,23,16,210,640,1980,561,1923,1252,608,133,342,89,7525,0,25,0,0,0,0,0,0,0,28,11,54,0,3,0,0,0,0,0,74,105,241,23,22,27,7,4,7,4,439,8,18,0,5,0,0,0,0,0,32,46,179,5,83,21,3,5,6,3,349,20,66,3,13,9,0,0,0,0,114,334,1539,136,234,237,101,55,63,25,2719,6,0,0,4,5,0,0,0,0,17
SED55706,47,150,4,25,20,17,0,6,0,272,10,55,0,4,8,0,0,0,0,76,338,970,71,184,170,82,15,120,13,1973,7,0,0,5,3,4,0,3,0,18,92,135,32,113,84,40,7,47,3,552,107,84,39,193,131,52,20,64,3,690,202,72,217,519,292,161,31,184,21,1695,22,12,15,45,61,43,5,39,0,251,44,10,19,50,63,31,5,34,0,251,20,10,3,6,13,11,0,3,0,64,40,19,18,45,27,27,3,31,19,237,991,1766,431,1224,901,466,85,545,75,6485,4,22,0,0,0,0,0,0,0,27,28,88,3,7,11,0,0,0,0,140,109,283,10,35,31,7,6,25,6,508,11,16,0,0,0,0,0,5,0,25,77,209,8,32,27,21,4,8,0,380,13,64,3,8,12,0,0,0,0,101,676,1483,185,243,206,126,50,222,29,3220,5,3,7,8,3,4,0,3,0,24
SED55802,21,133,7,70,25,3,0,0,0,257,11,55,3,5,11,0,0,0,0,85,220,1246,119,392,348,113,43,106,22,2612,0,5,0,6,0,0,0,0,0,14,35,90,23,108,112,39,8,27,7,446,128,149,86,424,259,91,18,45,13,1216,165,132,240,822,517,222,70,133,26,2336,10,11,14,46,71,47,9,30,6,248,28,17,22,100,101,56,5,22,5,347,12,23,3,15,22,15,4,11,0,113,20,24,10,61,52,25,3,20,39,253,738,2151,569,2139,1598,664,175,410,121,8554,0,12,0,3,0,0,0,0,0,10,8,67,3,8,3,0,0,0,0,89,152,408,72,120,118,75,49,37,13,1037,3,26,0,0,12,3,4,0,0,59,36,182,13,77,25,7,14,0,0,356,26,66,10,11,14,0,0,0,0,127,517,1960,343,545,532,209,213,204,39,4563,0,6,3,3,3,0,3,0,0,26
SED55905,30,203,5,41,19,9,0,0,0,316,18,76,0,6,16,0,0,0,3,120,252,1455,92,247,329,97,18,65,25,2569,0,0,0,0,0,0,0,0,0,10,43,115,33,82,98,23,4,19,8,410,76,103,71,228,182,74,6,37,3,779,98,78,208,441,331,122,26,65,18,1392,16,8,16,41,71,49,5,13,0,222,12,15,6,46,77,31,4,10,3,204,6,25,5,11,18,8,3,6,0,81,15,22,7,38,36,24,0,17,43,205,651,2557,456,1218,1230,444,82,247,107,6996,4,26,0,0,0,0,0,0,0,36,27,195,3,0,3,0,4,0,0,241,158,565,44,50,86,23,20,18,8,961,5,39,0,9,5,3,0,0,0,51,58,309,15,49,25,11,7,4,6,481,29,94,6,4,19,3,0,0,3,163,553,2371,242,380,447,169,88,120,45,4415,0,0,0,5,0,0,0,0,0,10
SED59494,7,6,0,0,0,0,0,3,0,22,0,3,0,0,0,0,0,0,0,4,15,63,11,32,20,9,5,25,3,182,0,0,0,0,0,0,0,0,0,4,3,4,3,9,7,0,0,5,0,27,6,8,6,18,9,4,0,12,0,63,3,10,9,44,18,9,4,19,0,122,0,0,0,7,0,3,0,5,0,26,0,0,0,3,4,3,0,5,0,11,0,0,0,0,4,0,0,0,0,7,0,0,5,0,6,0,0,0,4,9,39,129,29,126,71,28,15,88,10,532,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,11,4,34,7,10,3,3,0,10,0,65,0,3,0,0,0,0,0,0,0,5,7,11,0,0,0,0,0,3,0,31,4,3,0,0,0,0,0,0,0,9,27,116,18,50,27,10,7,44,4,305,0,0,0,0,0,0,0,0,0,4
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,6,0,0,0,0,14,0,35,0,0,0,0,0,0,0,0,0,0
SED60105,10,102,0,11,7,0,0,0,0,139,11,46,0,4,5,0,0,0,0,63,159,1065,38,154,135,50,4,33,6,1635,0,0,0,0,0,0,0,0,0,0,30,41,11,40,42,7,0,9,0,184,59,65,15,119,97,18,0,14,3,403,73,62,123,314,231,86,17,55,11,967,9,7,3,28,38,29,0,15,0,124,20,10,3,20,36,7,0,9,3,114,0,11,3,4,5,4,0,4,0,35,4,11,0,17,22,7,0,3,7,79,428,1746,206,771,654,229,31,159,48,4281,0,10,0,0,0,0,0,0,0,15,18,135,0,0,4,0,0,0,0,168,114,404,41,90,47,34,46,51,8,828,6,17,0,0,7,4,0,0,3,34,21,159,4,18,9,4,0,5,0,216,26,65,0,15,9,0,0,0,0,116,343,1682,104,254,201,85,54,82,27,2834,0,0,0,0,0,0,0,0,0,3
SED60106,3,10,0,9,3,0,0,0,0,23,0,5,0,0,5,0,0,0,0,8,42,145,5,26,23,7,0,9,0,259,0,0,0,0,0,0,0,0,0,0,10,12,0,16,12,4,0,0,0,52,16,8,4,32,16,10,3,9,0,100,41,8,31,87,49,18,3,49,5,292,7,0,3,5,10,7,0,13,0,57,5,4,0,8,8,0,0,7,0,23,0,0,0,3,0,0,0,4,0,9,3,0,3,3,5,3,0,9,6,29,147,221,54,180,134,45,13,98,11,898,0,4,0,0,0,0,0,0,0,4,6,16,0,0,0,0,0,0,0,17,16,27,0,6,0,0,0,9,0,60,0,0,0,0,0,0,0,0,0,0,8,11,0,4,3,0,0,0,0,29,0,5,0,0,3,0,0,0,0,12,72,175,19,26,23,9,7,35,0,367,5,0,0,0,0,0,0,0,0,5
SED60113,20,144,3,30,13,5,0,0,0,226,16,73,0,11,12,0,0,0,0,109,172,1294,58,213,168,58,11,37,21,2036,0,0,0,0,3,0,0,3,0,7,38,95,11,76,82,12,5,9,4,327,75,125,37,257,163,38,8,20,3,735,130,87,184,498,385,152,19,101,20,1579,9,0,11,49,56,35,4,24,3,201,8,17,10,52,41,14,0,11,0,168,0,19,0,10,18,8,0,6,0,59,9,34,10,23,17,30,0,14,14,151,565,2332,351,1296,995,377,43,247,75,6283,3,15,0,4,4,0,0,0,0,31,25,194,9,4,11,3,0,0,0,250,122,518,51,113,54,33,25,46,11,967,8,15,0,7,0,0,0,0,0,34,36,214,8,39,23,8,0,0,4,333,28,102,0,15,9,0,0,3,0,156,415,2011,166,321,223,100,45,98,36,3420,0,3,0,0,3,0,0,3,0,12
SED60115,6,67,4,22,15,0,0,0,3,113,0,42,0,4,9,5,0,0,0,58,126,773,53,196,115,57,6,69,12,1399,0,0,0,0,0,0,0,0,0,5,18,52,8,59,38,9,0,7,0,198,62,66,24,205,106,32,4,32,4,535,105,83,186,632,325,145,28,152,17,1676,20,5,15,52,36,34,5,54,0,219,6,12,9,73,41,28,4,22,0,200,8,12,4,3,14,0,0,5,0,48,13,20,8,32,27,18,3,48,16,183,412,1359,318,1365,751,356,54,431,62,5104,0,8,0,0,0,0,0,0,0,13,16,110,3,8,3,0,0,9,0,153,88,304,58,141,49,62,82,125,17,921,8,10,0,6,5,0,0,0,0,31,21,90,5,25,15,6,0,11,4,176,3,58,0,5,6,5,0,0,0,76,275,1175,139,305,167,101,91,163,23,2443,0,0,0,0,0,0,0,0,0,5
SED60207,16,68,0,29,12,3,0,0,0,132,6,36,0,4,4,0,0,0,0,51,116,838,24,117,89,28,5,83,10,1316,0,0,0,4,0,0,0,0,0,8,32,69,14,45,45,4,0,15,4,228,68,98,31,261,138,30,3,33,8,680,146,95,195,703,405,212,30,145,18,1962,21,5,19,60,57,48,0,39,0,262,22,3,7,75,43,20,6,18,4,200,10,9,0,16,10,6,0,3,0,44,18,13,5,51,24,16,4,34,11,164,501,1441,299,1415,850,377,43,391,54,5382,0,6,0,0,0,0,0,0,0,15,17,48,0,0,3,0,0,0,0,70,79,234,28,66,26,14,17,65,3,542,3,13,4,3,0,0,0,0,0,19,29,107,5,33,12,0,0,5,0,192,16,46,6,3,8,0,0,0,0,87,250,1204,86,190,112,44,17,155,19,2076,0,0,0,4,0,0,0,0,0,14
SED60208,18,78,0,29,5,3,0,3,0,137,8,39,0,3,5,0,0,0,0,63,101,791,22,111,70,18,4,32,7,1168,0,0,0,0,0,0,0,0,0,0,30,53,12,61,43,5,6,3,3,218,65,77,21,190,122,28,10,15,4,529,109,81,199,559,360,156,26,115,9,1610,12,3,15,62,40,47,7,37,0,224,15,10,12,65,59,24,3,19,5,202,3,5,3,9,9,0,0,3,4,41,15,13,9,37,25,18,0,24,12,153,407,1336,294,1143,751,302,56,277,50,4619,5,10,0,0,0,0,0,0,0,14,6,53,0,0,6,0,0,0,4,70,63,201,17,37,21,0,4,21,9,358,0,18,0,0,0,0,0,0,0,15,23,114,4,35,15,3,0,4,0,198,18,50,0,4,8,0,0,0,0,91,209,1161,60,157,101,27,23,66,18,1818,0,0,0,0,0,0,0,0,0,0
SED60209,12,66,4,31,6,0,0,0,0,125,9,56,0,4,6,0,0,0,0,78,110,783,27,100,98,21,3,35,13,1191,0,0,0,0,4,0,0,0,0,7,49,61,7,62,39,10,7,10,5,251,71,86,26,203,125,41,5,24,7,592,143,81,185,577,335,175,33,171,20,1726,23,4,8,45,38,47,10,33,4,215,16,9,9,54,43,20,3,22,0,163,0,9,0,20,9,3,0,4,0,45,21,17,7,41,35,31,0,30,18,195,489,1390,276,1160,751,360,65,344,69,4909,0,11,0,0,0,0,0,0,0,13,9,72,0,4,0,0,0,0,0,88,67,270,20,38,29,8,9,56,4,504,6,11,0,0,0,0,0,3,0,18,26,111,0,37,8,0,3,3,4,194,16,76,0,8,12,5,0,0,0,110,273,1146,81,166,123,44,17,95,21,1966,0,0,0,3,4,0,0,0,0,4
SED60301,5,20,3,9,9,0,0,0,0,49,0,16,0,8,0,0,0,0,0,32,56,234,13,84,56,23,0,15,7,482,0,0,0,4,0,0,0,0,0,3,12,29,6,23,19,6,0,9,0,96,38,35,14,99,68,16,0,7,6,284,53,51,95,303,223,72,18,64,10,886,6,3,0,28,16,15,6,12,0,85,8,3,3,26,27,13,0,5,0,94,0,4,0,0,4,0,0,3,0,21,6,6,0,17,9,3,0,13,4,59,204,511,141,641,461,167,28,135,36,2333,0,0,0,0,0,0,0,0,0,0,6,30,8,5,0,0,0,0,0,41,37,143,27,79,42,31,29,38,5,431,0,3,0,0,0,0,0,3,0,8,11,36,5,11,5,0,4,3,0,78,0,19,0,9,5,0,0,0,0,41,93,375,71,130,88,40,36,57,10,907,3,0,0,4,0,0,0,0,0,6
